"","prot","scaffold","Gene.Predict","id.x","gene.start","gene.stop","pos1.x","pos2.x","pos3.x","attr.x","Predict","id.y","start","stop","pos1.y","pos2.y","pos3.y","attr.y"
"11","Mcavernosa01732-RA","Sc0000019","maker","three_prime_UTR",392358,393361,".","-",".","ID=Mcavernosa01732-RA:three_prime_utr;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:three_prime_utr","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"12","Mcavernosa01732-RA","Sc0000019","maker","exon",394811,394985,".","-",".","ID=Mcavernosa01732-RA:exon:2957;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:exon:2957","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"13","Mcavernosa01732-RA","Sc0000019","maker","CDS",400982,401086,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"14","Mcavernosa01732-RA","Sc0000019","maker","CDS",396982,397156,".","-","2","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"15","Mcavernosa01732-RA","Sc0000019","maker","CDS",400982,401086,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
"16","Mcavernosa01732-RA","Sc0000019","maker","CDS",399404,399475,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"17","Mcavernosa01732-RA","Sc0000019","maker","CDS",399780,399884,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
"18","Mcavernosa01732-RA","Sc0000019","maker","CDS",396381,396521,".","-","1","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"19","Mcavernosa01732-RA","Sc0000019","maker","mRNA",392358,408525,".","-",".","ID=Mcavernosa01732-RA;Parent=Mcavernosa01732;Name=Mcavernosa01732-RA;Alias=maker-NewChr3-augustus-gene-66.17-mRNA-1;_AED=0.04;_QI=107|0.7|0.66|0.95|0.8|0.85|21|1004|1068;_eAED=0.04;;transcript_id=Mcavernosa01732-RA","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
"20","Mcavernosa01732-RA","Sc0000019","maker","exon",394811,394985,".","-",".","ID=Mcavernosa01732-RA:exon:2957;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:exon:2957","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
"21","Mcavernosa01732-RA","Sc0000019","maker","CDS",396381,396521,".","-","1","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"22","Mcavernosa01732-RA","Sc0000019","maker","CDS",399404,399475,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"23","Mcavernosa01732-RA","Sc0000019","maker","exon",401784,401902,".","-",".","ID=Mcavernosa01732-RA:exon:2945;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:exon:2945","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
"24","Mcavernosa01732-RA","Sc0000019","maker","CDS",396982,397156,".","-","2","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"25","Mcavernosa01732-RA","Sc0000019","maker","mRNA",392358,408525,".","-",".","ID=Mcavernosa01732-RA;Parent=Mcavernosa01732;Name=Mcavernosa01732-RA;Alias=maker-NewChr3-augustus-gene-66.17-mRNA-1;_AED=0.04;_QI=107|0.7|0.66|0.95|0.8|0.85|21|1004|1068;_eAED=0.04;;transcript_id=Mcavernosa01732-RA","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"26","Mcavernosa01732-RA","Sc0000019","maker","CDS",395761,395884,".","-","1","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
"27","Mcavernosa01732-RA","Sc0000019","maker","gene",392358,408525,".","-",".","ID=Mcavernosa01732;Name=Mcavernosa01732;Alias=maker-NewChr3-augustus-gene-66.17;","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"28","Mcavernosa01732-RA","Sc0000019","maker","CDS",393776,393867,".","-","2","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"29","Mcavernosa01732-RA","Sc0000019","maker","CDS",396381,396521,".","-","1","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
"30","Mcavernosa01732-RA","Sc0000019","maker","CDS",395761,395884,".","-","1","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"31","Mcavernosa01732-RA","Sc0000019","maker","CDS",399780,399884,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"32","Mcavernosa01732-RA","Sc0000019","maker","exon",394811,394985,".","-",".","ID=Mcavernosa01732-RA:exon:2957;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:exon:2957","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"33","Mcavernosa01732-RA","Sc0000019","maker","exon",401784,401902,".","-",".","ID=Mcavernosa01732-RA:exon:2945;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:exon:2945","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"34","Mcavernosa01732-RA","Sc0000019","maker","CDS",407740,408418,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
"35","Mcavernosa01732-RA","Sc0000019","maker","mRNA",392358,408525,".","-",".","ID=Mcavernosa01732-RA;Parent=Mcavernosa01732;Name=Mcavernosa01732-RA;Alias=maker-NewChr3-augustus-gene-66.17-mRNA-1;_AED=0.04;_QI=107|0.7|0.66|0.95|0.8|0.85|21|1004|1068;_eAED=0.04;;transcript_id=Mcavernosa01732-RA","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"36","Mcavernosa01732-RA","Sc0000019","maker","gene",392358,408525,".","-",".","ID=Mcavernosa01732;Name=Mcavernosa01732;Alias=maker-NewChr3-augustus-gene-66.17;","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
"37","Mcavernosa01732-RA","Sc0000019","maker","gene",392358,408525,".","-",".","ID=Mcavernosa01732;Name=Mcavernosa01732;Alias=maker-NewChr3-augustus-gene-66.17;","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"38","Mcavernosa01732-RA","Sc0000019","maker","CDS",402669,402890,".","-","2","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"39","Mcavernosa01732-RA","Sc0000019","maker","CDS",393776,393867,".","-","2","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
"40","Mcavernosa01732-RA","Sc0000019","maker","CDS",399780,399884,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"41","Mcavernosa01732-RA","Sc0000019","maker","CDS",393362,393469,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"42","Mcavernosa01732-RA","Sc0000019","maker","exon",402669,402890,".","-",".","ID=Mcavernosa01732-RA:exon:2943;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:exon:2943","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
"43","Mcavernosa01732-RA","Sc0000019","maker","CDS",403627,403762,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"44","Mcavernosa01732-RA","Sc0000019","maker","CDS",403627,403762,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"45","Mcavernosa01732-RA","Sc0000019","maker","exon",407740,408525,".","-",".","ID=Mcavernosa01732-RA:exon:2940;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:exon:2940","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
"46","Mcavernosa01732-RA","Sc0000019","maker","CDS",400982,401086,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"47","Mcavernosa01732-RA","Sc0000019","maker","exon",401784,401902,".","-",".","ID=Mcavernosa01732-RA:exon:2945;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:exon:2945","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"48","Mcavernosa01732-RA","Sc0000019","maker","CDS",407740,408418,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"49","Mcavernosa01732-RA","Sc0000019","maker","CDS",407740,408418,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"50","Mcavernosa01732-RA","Sc0000019","maker","CDS",402669,402890,".","-","2","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"51","Mcavernosa01732-RA","Sc0000019","maker","exon",400982,401086,".","-",".","ID=Mcavernosa01732-RA:exon:2947;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:exon:2947","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"52","Mcavernosa01732-RA","Sc0000019","maker","CDS",394811,394985,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",549,792,"2.9E-41","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 549 792;Ontology_term=GO:0004672,GO:0006468;ID=match$140237_549_792;signature_desc=Protein tyrosine and serine/threonine kinase;Name=PF07714;status=T;Dbxref=InterPro:IPR001245"
"53","Mcavernosa01732-RA","Sc0000019","maker","CDS",393776,393867,".","-","2","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",813,853,"5.2E-6","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 813 853;Ontology_term=GO:0004383,GO:0006182;ID=match$140222_813_853;signature_desc=Heme NO binding associated;Name=PF07701;status=T;Dbxref=InterPro:IPR011645,KEGG:00230+4.6.1.2"
"54","Mcavernosa01732-RA","Sc0000019","maker","CDS",401337,401433,".","-","1","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
"55","Mcavernosa01732-RA","Sc0000019","maker","CDS",403627,403762,".","-","0","ID=Mcavernosa01732-RA:cds;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:cds","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
"56","Mcavernosa01732-RA","Sc0000019","maker","exon",399780,399884,".","-",".","ID=Mcavernosa01732-RA:exon:2949;Parent=Mcavernosa01732-RA;;transcript_id=Mcavernosa01732-RA:exon:2949","Pfam","protein_match",860,1045,"5.0E-64","+",".","date=27-09-2020;Target=Mcavernosa01732-RA 860 1045;Ontology_term=GO:0009190,GO:0035556;ID=match$140227_860_1045;signature_desc=Adenylate and Guanylate cyclase catalytic domain;Name=PF00211;status=T;Dbxref=InterPro:IPR001054"
