"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","Orthogroup","Species"
"76","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0006975",0.007818025,0.999696602,2,16,"DNA damage induced protein phosphorylation","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"77","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0042752",0.010145186,0.998426431,4,87,"regulation of circadian rhythm","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"78","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0045721",0.02420405,0.998246151,2,23,"negative regulation of gluconeogenesis","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"79","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0045744",0.004921845,0.999853326,2,13,"negative regulation of G protein-coupled receptor signaling pathway","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"80","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0043153",0.040485112,0.996069779,2,30,"entrainment of circadian clock by photoperiod","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"81","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0005739",0.037722793,0.975631824,34,2167,"mitochondrion","CC",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"82","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0033762",0.015038095,0.999165328,2,19,"response to glucagon","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"83","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0071949",0.020274066,0.997299273,3,60,"FAD binding","MF",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"84","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:2000323",0.003827193,0.999902294,2,11,"negative regulation of glucocorticoid receptor signaling pathway","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"85","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0018298",0.001377992,0.999880767,4,46,"protein-chromophore linkage","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"86","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:2000001",0.000379246,0.999977118,4,37,"regulation of DNA damage checkpoint","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"87","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0031397",0.001827395,0.999757816,5,82,"negative regulation of protein ubiquitination","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"88","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0009882",0.00198964,0.999967264,2,7,"blue light photoreceptor activity","MF",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"89","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0014823",0.036383664,0.993899565,3,77,"response to activity","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"90","Pocillopora_acuta_HIv1_PredGene_27047_t","GO:0017000",0.012024168,0.998698009,3,43,"antibiotic biosynthetic process","BP",1314,87.20532655,2.091379487,0.558193163,3.746694919,0.00017918,0.022904824,"CvsHigh",NA,NA
"91","Pocillopora_acuta_HIv1_PredGene_27047_t","GO:0016829",0.000259278,0.999934987,12,321,"lyase activity","MF",1314,87.20532655,2.091379487,0.558193163,3.746694919,0.00017918,0.022904824,"CvsHigh",NA,NA
"92","Pocillopora_acuta_HIv1_PredGene_31452_t","GO:0003824",0.007486393,0.996563536,18,898,"catalytic activity","MF",669,45.42134264,-1.320236411,0.323832975,-4.076905416,4.56e-05,0.009955826,"CvsHigh","OG0003268","P.acuta"
"93","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0080146",0.00898727,0.999638443,2,12,"L-cysteine desulfhydrase activity","MF",1104,24.01433077,-1.231848575,0.316968076,-3.886349032,0.000101763,0.032788649,"CvsMid","OG0001880","P.acuta"
"94","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0008652",0.040660175,0.992905911,3,67,"cellular amino acid biosynthetic process","BP",1104,24.01433077,-1.231848575,0.316968076,-3.886349032,0.000101763,0.032788649,"CvsMid","OG0001880","P.acuta"
"95","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0003824",0.007486393,0.996563536,18,898,"catalytic activity","MF",1104,24.01433077,-1.231848575,0.316968076,-3.886349032,0.000101763,0.032788649,"CvsMid","OG0001880","P.acuta"
"96","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0019346",0.020696474,0.998640173,2,19,"transsulfuration","BP",1104,24.01433077,-1.231848575,0.316968076,-3.886349032,0.000101763,0.032788649,"CvsMid","OG0001880","P.acuta"
"97","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0044540",0.00519723,0.999850571,2,9,"L-cystine L-cysteine-lyase (deaminating)","MF",1104,24.01433077,-1.231848575,0.316968076,-3.886349032,0.000101763,0.032788649,"CvsMid","OG0001880","P.acuta"
"98","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0019343",0.007564668,0.999725547,2,11,"cysteine biosynthetic process via cystathionine","BP",1104,24.01433077,-1.231848575,0.316968076,-3.886349032,0.000101763,0.032788649,"CvsMid","OG0001880","P.acuta"
"99","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0016829",0.000259278,0.999934987,12,321,"lyase activity","MF",1104,24.01433077,-1.231848575,0.316968076,-3.886349032,0.000101763,0.032788649,"CvsMid","OG0001880","P.acuta"
"100","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0019344",0.005430211,0.999566784,3,32,"cysteine biosynthetic process","BP",1104,24.01433077,-1.231848575,0.316968076,-3.886349032,0.000101763,0.032788649,"CvsMid","OG0001880","P.acuta"
"101","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0044524",0.004120069,0.99989779,2,8,"protein sulfhydration","BP",1104,24.01433077,-1.231848575,0.316968076,-3.886349032,0.000101763,0.032788649,"CvsMid","OG0001880","P.acuta"
"102","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0004121",0.004120069,0.99989779,2,8,"cystathionine beta-lyase activity","MF",1104,24.01433077,-1.231848575,0.316968076,-3.886349032,0.000101763,0.032788649,"CvsMid","OG0001880","P.acuta"
"103","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0030170",0.016099179,0.997141387,4,87,"pyridoxal phosphate binding","MF",1104,24.01433077,-1.231848575,0.316968076,-3.886349032,0.000101763,0.032788649,"CvsMid","OG0001880","P.acuta"
"104","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0016846",0.008100096,0.999695499,2,11,"carbon-sulfur lyase activity","MF",1104,24.01433077,-1.231848575,0.316968076,-3.886349032,0.000101763,0.032788649,"CvsMid","OG0001880","P.acuta"
"105","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0006534",0.000707553,0.999974637,3,15,"cysteine metabolic process","BP",1104,24.01433077,-1.231848575,0.316968076,-3.886349032,0.000101763,0.032788649,"CvsMid","OG0001880","P.acuta"
"106","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0070814",0.013110139,0.999343959,2,14,"hydrogen sulfide biosynthetic process","BP",1104,24.01433077,-1.231848575,0.316968076,-3.886349032,0.000101763,0.032788649,"CvsMid","OG0001880","P.acuta"
