,gene_id,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,length,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Treatment_Compare
28,Montipora_capitata_PredGene_adi2mcaRNA12420_R3,GO:0009966,0.0381797,0.993480666,3,93,regulation of signal transduction,BP,1762,19.78187,-1.426096702,0.348981137,-4.086457833,4.38E-05,0.011168676,CvsMid
29,Montipora_capitata_PredGene_adi2mcaRNA12420_R3,GO:0032268,0.027158314,0.99786395,2,36,regulation of cellular protein metabolic process,BP,1762,19.78187,-1.426096702,0.348981137,-4.086457833,4.38E-05,0.011168676,CvsMid
30,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0042921,0.011989478,0.999964077,1,2,glucocorticoid receptor signaling pathway,BP,2352,21.37631272,-2.856618261,0.472445476,-6.046450659,1.48E-09,1.68E-06,CvsHigh
31,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0042921,0.011989478,0.999964077,1,2,glucocorticoid receptor signaling pathway,BP,2352,21.37631272,-2.898522478,0.452330499,-6.407974893,1.47E-10,2.01E-07,CvsMid
32,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0016922,0.020194769,0.998657099,2,29,nuclear receptor binding,MF,2352,21.37631272,-2.856618261,0.472445476,-6.046450659,1.48E-09,1.68E-06,CvsHigh
33,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0016922,0.020194769,0.998657099,2,29,nuclear receptor binding,MF,2352,21.37631272,-2.898522478,0.452330499,-6.407974893,1.47E-10,2.01E-07,CvsMid
34,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0140658,0.047108785,0.99901773,1,8,NA,NA,2352,21.37631272,-2.856618261,0.472445476,-6.046450659,1.48E-09,1.68E-06,CvsHigh
35,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0140658,0.047108785,0.99901773,1,8,NA,NA,2352,21.37631272,-2.898522478,0.452330499,-6.407974893,1.47E-10,2.01E-07,CvsMid
36,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0003205,0.040680029,0.99933129,1,5,cardiac chamber development,BP,2352,21.37631272,-2.856618261,0.472445476,-6.046450659,1.48E-09,1.68E-06,CvsHigh
37,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0003205,0.040680029,0.99933129,1,5,cardiac chamber development,BP,2352,21.37631272,-2.898522478,0.452330499,-6.407974893,1.47E-10,2.01E-07,CvsMid
38,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0007406,0.045554981,0.999100499,1,7,negative regulation of neuroblast proliferation,BP,2352,21.37631272,-2.856618261,0.472445476,-6.046450659,1.48E-09,1.68E-06,CvsHigh
39,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0007406,0.045554981,0.999100499,1,7,negative regulation of neuroblast proliferation,BP,2352,21.37631272,-2.898522478,0.452330499,-6.407974893,1.47E-10,2.01E-07,CvsMid
40,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0003408,0.037673252,0.999403592,1,6,optic cup formation involved in camera-type eye development,BP,2352,21.37631272,-2.856618261,0.472445476,-6.046450659,1.48E-09,1.68E-06,CvsHigh
41,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0003408,0.037673252,0.999403592,1,6,optic cup formation involved in camera-type eye development,BP,2352,21.37631272,-2.898522478,0.452330499,-6.407974893,1.47E-10,2.01E-07,CvsMid
42,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0014017,0.000466937,0.999996807,2,5,neuroblast fate commitment,BP,2352,21.37631272,-2.856618261,0.472445476,-6.046450659,1.48E-09,1.68E-06,CvsHigh
43,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0014017,0.000466937,0.999996807,2,5,neuroblast fate commitment,BP,2352,21.37631272,-2.898522478,0.452330499,-6.407974893,1.47E-10,2.01E-07,CvsMid
44,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0035060,0.028198382,0.999700176,1,4,brahma complex,CC,2352,21.37631272,-2.856618261,0.472445476,-6.046450659,1.48E-09,1.68E-06,CvsHigh
45,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0035060,0.028198382,0.999700176,1,4,brahma complex,CC,2352,21.37631272,-2.898522478,0.452330499,-6.407974893,1.47E-10,2.01E-07,CvsMid
46,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0007270,0.038853249,0.999365345,1,6,neuron-neuron synaptic transmission,BP,2352,21.37631272,-2.856618261,0.472445476,-6.046450659,1.48E-09,1.68E-06,CvsHigh
47,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0007270,0.038853249,0.999365345,1,6,neuron-neuron synaptic transmission,BP,2352,21.37631272,-2.898522478,0.452330499,-6.407974893,1.47E-10,2.01E-07,CvsMid
48,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0097026,0.011989478,0.999964077,1,2,dendritic cell dendrite assembly,BP,2352,21.37631272,-2.856618261,0.472445476,-6.046450659,1.48E-09,1.68E-06,CvsHigh
49,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0097026,0.011989478,0.999964077,1,2,dendritic cell dendrite assembly,BP,2352,21.37631272,-2.898522478,0.452330499,-6.407974893,1.47E-10,2.01E-07,CvsMid
50,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0008586,0.041370717,0.999259376,1,7,imaginal disc-derived wing vein morphogenesis,BP,2352,21.37631272,-2.856618261,0.472445476,-6.046450659,1.48E-09,1.68E-06,CvsHigh
51,Montipora_capitata_PredGene_adi2mcaRNA13127_R1,GO:0008586,0.041370717,0.999259376,1,7,imaginal disc-derived wing vein morphogenesis,BP,2352,21.37631272,-2.898522478,0.452330499,-6.407974893,1.47E-10,2.01E-07,CvsMid
52,Montipora_capitata_PredGene_adi2mcaRNA15384_R0,GO:0016012,0.027176016,0.999752382,1,3,sarcoglycan complex,CC,1260,1020.698053,1.769487828,0.150610774,11.74874662,7.17E-32,1.22E-27,CvsMid
53,Montipora_capitata_PredGene_adi2mcaRNA15384_R0,GO:0016012,0.027176016,0.999752382,1,3,sarcoglycan complex,CC,1260,1020.698053,1.62425474,0.161478793,10.05862574,8.42E-24,1.44E-19,CvsHigh
54,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0035115,0.01258861,0.999356408,2,23,embryonic forelimb morphogenesis,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
55,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0061310,0.023836117,0.999786165,1,4,canonical Wnt signaling pathway involved in cardiac neural crest cell differentiation involved in heart development,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
56,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0021874,0.031745113,0.99959428,1,5,Wnt signaling pathway involved in forebrain neuroblast division,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
57,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0060596,0.023836117,0.999786165,1,4,mammary placode formation,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
58,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0090118,0.023836117,0.999786165,1,4,receptor-mediated endocytosis involved in cholesterol transport,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
59,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0110135,0.02975113,0.99964394,1,5,Norrin signaling pathway,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
60,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0090245,0.043505866,0.999180265,1,7,axis elongation involved in somitogenesis,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
61,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:2000166,0.023836117,0.999786165,1,4,negative regulation of planar cell polarity pathway involved in pericardium morphogenesis,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
62,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:2000164,0.023836117,0.999786165,1,4,negative regulation of planar cell polarity pathway involved in outflow tract morphogenesis,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
63,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0035261,0.029706402,0.999645017,1,5,external genitalia morphogenesis,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
64,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0021943,0.044554159,0.999163516,1,6,formation of radial glial scaffolds,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
65,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0030917,0.036573924,0.99943814,1,6,midbrain-hindbrain boundary development,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
66,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0045780,0.000145017,0.99999708,3,13,positive regulation of bone resorption,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
67,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:2000149,0.023836117,0.999786165,1,4,negative regulation of planar cell polarity pathway involved in ventricular septum morphogenesis,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
68,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0010976,0.046000964,0.991524592,3,111,positive regulation of neuron projection development,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
69,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0035116,0.014837241,0.999168612,2,25,embryonic hindlimb morphogenesis,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
70,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0009950,0.018152487,0.998866129,2,26,dorsal/ventral axis specification,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
71,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0021587,0.042217919,0.999228474,1,7,cerebellum morphogenesis,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
72,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0019534,0.040815113,0.99929908,1,6,toxin transmembrane transporter activity,MF,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
73,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:2000168,0.023836117,0.999786165,1,4,negative regulation of planar cell polarity pathway involved in neural tube closure,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
74,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0051091,0.025102522,0.996368958,3,75,positive regulation of DNA-binding transcription factor activity,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
75,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0034185,0.047415232,0.99900479,1,8,apolipoprotein binding,MF,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
76,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:2000151,0.023836117,0.999786165,1,4,negative regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
77,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0090244,0.030200081,0.999633045,1,5,Wnt signaling pathway involved in somitogenesis,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
78,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0002053,0.014623348,0.999184845,2,26,positive regulation of mesenchymal cell proliferation,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
79,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0042475,0.000322475,0.999981557,4,35,odontogenesis of dentin-containing tooth,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
80,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0061299,0.041341948,0.999260414,1,7,retina vasculature morphogenesis in camera-type eye,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
81,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0061324,0.000667876,0.999994045,2,6,canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
82,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:2000162,0.023836117,0.999786165,1,4,negative regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
83,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0044281,0.0064309,0.99944516,3,49,small molecule metabolic process,BP,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
84,Montipora_capitata_PredGene_adi2mcaRNA21693_R0,GO:0005769,0.026815699,0.993126861,5,201,early endosome,CC,4472,46.95443176,-1.367260506,0.299919091,-4.55876451,5.15E-06,0.002040986,CvsHigh
85,Montipora_capitata_PredGene_adi2mcaRNA21702_R1,GO:0005789,0.014120406,0.995489334,8,358,endoplasmic reticulum membrane,CC,1788,22.6480215,-1.577913658,0.331853495,-4.7548502,1.99E-06,0.000846803,CvsMid
86,Montipora_capitata_PredGene_adi2mcaRNA21702_R1,GO:2000638,0.025701535,0.999778672,1,3,regulation of SREBP signaling pathway,BP,1788,22.6480215,-1.577913658,0.331853495,-4.7548502,1.99E-06,0.000846803,CvsMid
87,Montipora_capitata_PredGene_adi2mcaRNA25316_R4,GO:0000786,0.032507316,0.997212683,2,29,nucleosome,CC,682,40.56111001,1.812230752,0.399501583,4.536229212,5.73E-06,0.00217062,CvsMid
88,Montipora_capitata_PredGene_adi2mcaRNA25316_R4,GO:0000786,0.032507316,0.997212683,2,29,nucleosome,CC,682,40.56111001,2.090885762,0.433326154,4.825200933,1.40E-06,0.000719045,CvsHigh
89,Montipora_capitata_PredGene_adi2mcaRNA25316_R4,GO:0006352,0.000769257,0.999970969,3,18,"DNA-templated transcription, initiation",BP,682,40.56111001,1.812230752,0.399501583,4.536229212,5.73E-06,0.00217062,CvsMid
90,Montipora_capitata_PredGene_adi2mcaRNA25316_R4,GO:0006352,0.000769257,0.999970969,3,18,"DNA-templated transcription, initiation",BP,682,40.56111001,2.090885762,0.433326154,4.825200933,1.40E-06,0.000719045,CvsHigh
91,Montipora_capitata_PredGene_adi2mcaRNA25316_R5,GO:0000786,0.032507316,0.997212683,2,29,nucleosome,CC,681,24.36427971,1.315763791,0.359541766,3.659557565,0.000252651,0.039900156,CvsHigh
92,Montipora_capitata_PredGene_adi2mcaRNA25316_R5,GO:0000786,0.032507316,0.997212683,2,29,nucleosome,CC,681,24.36427971,1.235774795,0.340054714,3.634046949,0.00027901,0.04499521,CvsMid
93,Montipora_capitata_PredGene_adi2mcaRNA25316_R5,GO:0006352,0.000769257,0.999970969,3,18,"DNA-templated transcription, initiation",BP,681,24.36427971,1.315763791,0.359541766,3.659557565,0.000252651,0.039900156,CvsHigh
94,Montipora_capitata_PredGene_adi2mcaRNA25316_R5,GO:0006352,0.000769257,0.999970969,3,18,"DNA-templated transcription, initiation",BP,681,24.36427971,1.235774795,0.340054714,3.634046949,0.00027901,0.04499521,CvsMid
95,Montipora_capitata_PredGene_adi2mcaRNA26720_R3,GO:0004089,7.01E-05,0.999997429,4,23,carbonate dehydratase activity,MF,694,548.6733585,1.443787595,0.299302489,4.823840929,1.41E-06,0.000719045,CvsHigh
96,Montipora_capitata_PredGene_adi2mcaRNA26720_R3,GO:0004089,7.01E-05,0.999997429,4,23,carbonate dehydratase activity,MF,694,548.6733585,1.028941175,0.276678784,3.718901612,0.000200091,0.034472237,CvsMid
97,Montipora_capitata_PredGene_adi2mcaRNA26720_R3,GO:0038166,8.21E-06,0.99999984,4,15,angiotensin-activated signaling pathway,BP,694,548.6733585,1.443787595,0.299302489,4.823840929,1.41E-06,0.000719045,CvsHigh
98,Montipora_capitata_PredGene_adi2mcaRNA26720_R3,GO:0038166,8.21E-06,0.99999984,4,15,angiotensin-activated signaling pathway,BP,694,548.6733585,1.028941175,0.276678784,3.718901612,0.000200091,0.034472237,CvsMid
99,Montipora_capitata_PredGene_adi2mcaRNA26720_R3,GO:0004064,3.93E-06,0.999999939,4,13,arylesterase activity,MF,694,548.6733585,1.443787595,0.299302489,4.823840929,1.41E-06,0.000719045,CvsHigh
100,Montipora_capitata_PredGene_adi2mcaRNA26720_R3,GO:0004064,3.93E-06,0.999999939,4,13,arylesterase activity,MF,694,548.6733585,1.028941175,0.276678784,3.718901612,0.000200091,0.034472237,CvsMid
101,Montipora_capitata_PredGene_adi2mcaRNA26720_R3,GO:0045177,9.24E-05,0.999989009,7,131,apical part of cell,CC,694,548.6733585,1.443787595,0.299302489,4.823840929,1.41E-06,0.000719045,CvsHigh
102,Montipora_capitata_PredGene_adi2mcaRNA26720_R3,GO:0045177,9.24E-05,0.999989009,7,131,apical part of cell,CC,694,548.6733585,1.028941175,0.276678784,3.718901612,0.000200091,0.034472237,CvsMid
103,Montipora_capitata_PredGene_adi2mcaRNA34317_R1,GO:0051091,0.025102522,0.996368958,3,75,positive regulation of DNA-binding transcription factor activity,BP,1722,59.43594178,-1.183717533,0.23946199,-4.943237692,7.68E-07,0.000374431,CvsMid
104,Montipora_capitata_PredGene_adi2mcaRNA3796_R3,GO:0045298,0.032370422,0.999578031,1,5,tubulin complex,CC,1311,502.3303804,-1.778069728,0.425181026,-4.181912216,2.89E-05,0.008094203,CvsMid
105,Montipora_capitata_PredGene_adi2mcaRNA3796_R3,GO:0045298,0.032370422,0.999578031,1,5,tubulin complex,CC,1311,502.3303804,-1.825359097,0.458706958,-3.97935777,6.91E-05,0.016369422,CvsHigh
106,Montipora_capitata_PredGene_adi2mcaRNA3796_R3,GO:0000226,0.001905108,0.999818209,4,64,microtubule cytoskeleton organization,BP,1311,502.3303804,-1.778069728,0.425181026,-4.181912216,2.89E-05,0.008094203,CvsMid
107,Montipora_capitata_PredGene_adi2mcaRNA3796_R3,GO:0000226,0.001905108,0.999818209,4,64,microtubule cytoskeleton organization,BP,1311,502.3303804,-1.825359097,0.458706958,-3.97935777,6.91E-05,0.016369422,CvsHigh
108,Montipora_capitata_PredGene_adi2mcaRNA3796_R3,GO:0003725,0.00831173,0.999211814,3,51,double-stranded RNA binding,MF,1311,502.3303804,-1.778069728,0.425181026,-4.181912216,2.89E-05,0.008094203,CvsMid
109,Montipora_capitata_PredGene_adi2mcaRNA3796_R3,GO:0003725,0.00831173,0.999211814,3,51,double-stranded RNA binding,MF,1311,502.3303804,-1.825359097,0.458706958,-3.97935777,6.91E-05,0.016369422,CvsHigh
110,Montipora_capitata_PredGene_adi2mcaRNA3796_R3,GO:0007017,0.004165392,0.99969423,3,43,microtubule-based process,BP,1311,502.3303804,-1.778069728,0.425181026,-4.181912216,2.89E-05,0.008094203,CvsMid
111,Montipora_capitata_PredGene_adi2mcaRNA3796_R3,GO:0007017,0.004165392,0.99969423,3,43,microtubule-based process,BP,1311,502.3303804,-1.825359097,0.458706958,-3.97935777,6.91E-05,0.016369422,CvsHigh
112,Montipora_capitata_PredGene_adi2mcaRNA3796_R3,GO:0005200,0.000708937,0.999948768,4,51,structural constituent of cytoskeleton,MF,1311,502.3303804,-1.778069728,0.425181026,-4.181912216,2.89E-05,0.008094203,CvsMid
113,Montipora_capitata_PredGene_adi2mcaRNA3796_R3,GO:0005200,0.000708937,0.999948768,4,51,structural constituent of cytoskeleton,MF,1311,502.3303804,-1.825359097,0.458706958,-3.97935777,6.91E-05,0.016369422,CvsHigh
114,Montipora_capitata_PredGene_adi2mcaRNA3796_R3,GO:0000278,0.002675476,0.999718905,4,69,mitotic cell cycle,BP,1311,502.3303804,-1.778069728,0.425181026,-4.181912216,2.89E-05,0.008094203,CvsMid
115,Montipora_capitata_PredGene_adi2mcaRNA3796_R3,GO:0000278,0.002675476,0.999718905,4,69,mitotic cell cycle,BP,1311,502.3303804,-1.825359097,0.458706958,-3.97935777,6.91E-05,0.016369422,CvsHigh
116,Montipora_capitata_PredGene_adi2mcaRNA39968_R0,GO:0017177,0.044673022,0.999192234,1,5,glucosidase II complex,CC,2454,205.3970088,-0.645858415,0.158063279,-4.086075003,4.39E-05,0.011168676,CvsMid
