"","GO.IDs","gene_id","term","ontology","over_represented_pvalue","log2FoldChange","padj","Treatment_Compare","Species","Site","GO.Term","GO.Slim.Term","Cat"
"6379","GO:0008641","Mcavernosa13005","ubiquitin-like modifier activating enzyme activity","MF",0.014598678,1.240011733,0.014007039,"CvsT3","M.cavernosa","Florida","small protein activating enzyme activity","other molecular function","F"
"6737","GO:0009055","Mcavernosa09510","electron transfer activity","MF",0.010895455,-1.087361575,0.047484759,"CvsT3","M.cavernosa","Florida","electron carrier activity","other molecular function","F"
"6738","GO:0009055","Mcavernosa02968","electron transfer activity","MF",0.010895455,-2.385831049,0.0402567,"CvsT2","M.cavernosa","Florida","electron carrier activity","other molecular function","F"
"9259","GO:0015299","Mcavernosa14558","solute:proton antiporter activity","MF",0.017522074,-0.948452579,0.015242565,"CvsT4","M.cavernosa","Florida","solute:hydrogen antiporter activity","transporter activity","F"
"9260","GO:0015299","Mcavernosa14558","solute:proton antiporter activity","MF",0.017522074,-1.029002693,0.002193109,"CvsT2","M.cavernosa","Florida","solute:hydrogen antiporter activity","transporter activity","F"
"9261","GO:0015299","Mcavernosa14558","solute:proton antiporter activity","MF",0.017522074,-1.050650348,0.001539212,"CvsT3","M.cavernosa","Florida","solute:hydrogen antiporter activity","transporter activity","F"
"10280","GO:0016504","Mcavernosa22344","peptidase activator activity","MF",0.034065801,-4.008289508,0.017345891,"CvsT4","M.cavernosa","Florida","peptidase activator activity","enzyme regulator activity","F"
"10544","GO:0016805","Mcavernosa18489","dipeptidase activity","MF",0.023729897,-2.217050376,0.014007039,"CvsT3","M.cavernosa","Florida","dipeptidase activity","other molecular function","F"
"11773","GO:0019001","Mcavernosa24709","guanyl nucleotide binding","MF",0.037045375,-2.068522816,0.012631227,"CvsT2","M.cavernosa","Florida","guanyl nucleotide binding","other molecular function","F"
"11774","GO:0019001","Mcavernosa24709","guanyl nucleotide binding","MF",0.037045375,-2.190398665,0.006769312,"CvsT1","M.cavernosa","Florida","guanyl nucleotide binding","other molecular function","F"
"11775","GO:0019001","Mcavernosa24709","guanyl nucleotide binding","MF",0.037045375,-2.555606716,0.000246893,"CvsT3","M.cavernosa","Florida","guanyl nucleotide binding","other molecular function","F"
"11969","GO:0019211","Mcavernosa15503","phosphatase activator activity","MF",0.022081999,-1.847841721,0.036764989,"CvsT2","M.cavernosa","Florida","phosphatase activator activity","enzyme regulator activity","F"
"11970","GO:0019211","Mcavernosa15503","phosphatase activator activity","MF",0.022081999,-2.09934597,0.008148406,"CvsT3","M.cavernosa","Florida","phosphatase activator activity","enzyme regulator activity","F"
"12501","GO:0019778","Mcavernosa13005","Atg12 activating enzyme activity","MF",0.005654587,1.258737966,0.015242565,"CvsT4","M.cavernosa","Florida","APG12 activating enzyme activity","other molecular function","F"
"12502","GO:0019778","Mcavernosa13005","Atg12 activating enzyme activity","MF",0.005654587,1.240011733,0.014007039,"CvsT3","M.cavernosa","Florida","APG12 activating enzyme activity","other molecular function","F"
"12503","GO:0019779","Mcavernosa13005","Atg8 activating enzyme activity","MF",0.005654587,1.240011733,0.014007039,"CvsT3","M.cavernosa","Florida","APG8 activating enzyme activity","other molecular function","F"
"12504","GO:0019779","Mcavernosa13005","Atg8 activating enzyme activity","MF",0.005654587,1.258737966,0.015242565,"CvsT4","M.cavernosa","Florida","APG8 activating enzyme activity","other molecular function","F"
"14012","GO:0030546","Mcavernosa03157","signaling receptor activator activity","MF",0.013898772,-2.306681698,0.013384452,"CvsT2","M.cavernosa","Florida","receptor activator activity","signal transduction activity","F"
"15862","GO:0032217","Mcavernosa11724","riboflavin transmembrane transporter activity","MF",0.019211729,-0.688347848,0.046691844,"CvsT4","M.cavernosa","Florida","riboflavin transporter activity","transporter activity","F"
"19260","GO:0035255","Mcavernosa02339","ionotropic glutamate receptor binding","MF",0.033933704,1.071517133,0.018244336,"CvsT2","M.cavernosa","Florida","ionotropic glutamate receptor binding","signal transduction activity","F"
"19281","GO:0035276","Mcavernosa03157","ethanol binding","MF",0.009110924,-2.306681698,0.013384452,"CvsT2","M.cavernosa","Florida","ethanol binding","other molecular function","F"
"19340","GO:0036094","Mcavernosa01732","small molecule binding","MF",0.035078687,-1.794675121,0.015425471,"CvsT2","M.cavernosa","Florida",NA,NA,NA
"19342","GO:0036122","Mcavernosa15503","BMP binding","MF",0.009746732,-2.09934597,0.008148406,"CvsT3","M.cavernosa","Florida",NA,NA,NA
"19343","GO:0036122","Mcavernosa15503","BMP binding","MF",0.009746732,-1.847841721,0.036764989,"CvsT2","M.cavernosa","Florida",NA,NA,NA
"20588","GO:0043167","Mcavernosa15302","ion binding","MF",0.017507186,-5.344808043,0.01764079,"CvsT3","M.cavernosa","Florida","ion binding","other molecular function","F"
"20589","GO:0043167","Mcavernosa01732","ion binding","MF",0.017507186,-1.794675121,0.015425471,"CvsT2","M.cavernosa","Florida","ion binding","other molecular function","F"
"20590","GO:0043167","Mcavernosa30410","ion binding","MF",0.017507186,-4.840038259,0.031070178,"CvsT4","M.cavernosa","Florida","ion binding","other molecular function","F"
"23328","GO:0046592","Mcavernosa01252","polyamine oxidase activity","MF",0.009217614,-2.078152054,0.039662932,"CvsT1","M.cavernosa","Florida","polyamine oxidase activity","other molecular function","F"
"23329","GO:0046592","Mcavernosa01252","polyamine oxidase activity","MF",0.009217614,-2.691997683,0.000245061,"CvsT2","M.cavernosa","Florida","polyamine oxidase activity","other molecular function","F"
"24614","GO:0047865","Mcavernosa02968","dimethylglycine dehydrogenase activity","MF",0.014805923,-2.385831049,0.0402567,"CvsT2","M.cavernosa","Florida","dimethylglycine dehydrogenase activity","other molecular function","F"
"26377","GO:0050660","Mcavernosa01252","flavin adenine dinucleotide binding","MF",0.030970754,-2.691997683,0.000245061,"CvsT2","M.cavernosa","Florida","FAD binding","other molecular function","F"
"26378","GO:0050660","Mcavernosa01252","flavin adenine dinucleotide binding","MF",0.030970754,-2.078152054,0.039662932,"CvsT1","M.cavernosa","Florida","FAD binding","other molecular function","F"
"26379","GO:0050660","Mcavernosa02968","flavin adenine dinucleotide binding","MF",0.030970754,-2.385831049,0.0402567,"CvsT2","M.cavernosa","Florida","FAD binding","other molecular function","F"
"28339","GO:0052894","Mcavernosa01252","norspermine:oxygen oxidoreductase activity","MF",0.004225595,-2.691997683,0.000245061,"CvsT2","M.cavernosa","Florida",NA,NA,NA
"28340","GO:0052894","Mcavernosa01252","norspermine:oxygen oxidoreductase activity","MF",0.004225595,-2.078152054,0.039662932,"CvsT1","M.cavernosa","Florida",NA,NA,NA
"28341","GO:0052901","Mcavernosa01252","spermine:oxygen oxidoreductase (spermidine-forming) activity","MF",0.004225595,-2.691997683,0.000245061,"CvsT2","M.cavernosa","Florida",NA,NA,NA
"28342","GO:0052901","Mcavernosa01252","spermine:oxygen oxidoreductase (spermidine-forming) activity","MF",0.004225595,-2.078152054,0.039662932,"CvsT1","M.cavernosa","Florida",NA,NA,NA
"28343","GO:0052903","Mcavernosa01252","N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity","MF",0.004225595,-2.691997683,0.000245061,"CvsT2","M.cavernosa","Florida",NA,NA,NA
"28344","GO:0052903","Mcavernosa01252","N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity","MF",0.004225595,-2.078152054,0.039662932,"CvsT1","M.cavernosa","Florida",NA,NA,NA
"28345","GO:0052904","Mcavernosa01252","N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity","MF",0.004225595,-2.078152054,0.039662932,"CvsT1","M.cavernosa","Florida",NA,NA,NA
"28346","GO:0052904","Mcavernosa01252","N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity","MF",0.004225595,-2.691997683,0.000245061,"CvsT2","M.cavernosa","Florida",NA,NA,NA
"31045","GO:0098821","Mcavernosa15503","BMP receptor activity","MF",0.005289377,-2.09934597,0.008148406,"CvsT3","M.cavernosa","Florida",NA,NA,NA
"31046","GO:0098821","Mcavernosa15503","BMP receptor activity","MF",0.005289377,-1.847841721,0.036764989,"CvsT2","M.cavernosa","Florida",NA,NA,NA
"31048","GO:0099635","Mcavernosa33068","voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels","MF",0.02031177,-1.046864772,0.0261073,"CvsT2","M.cavernosa","Florida",NA,NA,NA
