"","gene_id","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","X20_T12_Mc_PWC","X21_T33_Mc_EOU","X22_ctl2_Mc_TWF_1","X28_ctl1_Mc_GBM_1","X29_T23_Mc_PND","X33_T43_Mc_RFV","X34_T22_Mc_SVS","X39_T13_Mc_FJE","X42_ctl3_Mc_MGR_1","X46_T41_Mc_QYH_1","X49_T31_Mc_SWQ","X55_T32_Mc_TWP","X56_T42_Mc_JAW","X58_T21_Mc_EAH","X61_T11_Mc_RAP","scaffold.y","gene.start.y","gene.stop.y","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"178","Mcavernosa30729",7,261.992297906827,-1.1566599803894,0.245335108147019,-4.7146125522983,2.42171112623061e-06,0.00308913471261977,"CvsT1",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF"
"184","Mcavernosa30729",71,261.992297906827,-1.21414419197045,0.245529382819387,-4.94500567723733,7.61416454165719e-07,0.000882966208121628,"CvsT3",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF"
"102","Mcavernosa30570",98,54.0972095167914,2.91923818592881,0.539884326561985,5.40715490764233,6.40337586055992e-08,0.000160161237024325,"CvsT4",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"105","Mcavernosa30570",45,54.0972095167914,3.41965168876641,0.554761631324963,6.16418204806108,7.08483979263803e-10,4.43015032233656e-06,"CvsT2",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"108","Mcavernosa30570",14,54.0972095167914,3.78671249559694,0.559207440532592,6.77157029954834,1.27392032804921e-11,4.06253192614892e-08,"CvsT1",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"111","Mcavernosa30570",79,54.0972095167914,3.77075515097059,0.562532124761953,6.70318188950768,2.0392936011428e-11,8.6710763920592e-08,"CvsT3",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"124","Mcavernosa30572",91,80.8354241079748,2.53692152780238,0.426786257639898,5.944243710731,2.77736131917406e-09,2.29765008228639e-05,"CvsT4",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"129","Mcavernosa30572",23,80.8354241079748,2.52336795044712,0.428497658263626,5.88887220684567,3.88839968420303e-09,1.34432103053482e-05,"CvsT2",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"134","Mcavernosa30572",3,80.8354241079748,2.45473416846363,0.424001941201887,5.78944087261813,7.0621110826352e-09,1.50140481616824e-05,"CvsT1",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"139","Mcavernosa30572",66,80.8354241079748,2.62108484345424,0.428316869575686,6.11949943986757,9.3869760369927e-10,1.71057523325541e-06,"CvsT3",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"140","Mcavernosa30573",65,48.3775175556967,2.62160500530521,0.428284153526894,6.12118142526743,9.28840719071757e-10,1.71057523325541e-06,"CvsT3",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"144","Mcavernosa30573",22,48.3775175556967,2.42937633581986,0.425734666869182,5.70631551732749,1.15447907174855e-08,2.40631921188122e-05,"CvsT2",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"148","Mcavernosa30573",90,48.3775175556967,1.877006535893,0.410691899248159,4.57035198242084,4.86905724777192e-06,0.00761155374257945,"CvsT4",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"152","Mcavernosa30573",2,48.3775175556967,2.642152980966,0.425552325630858,6.20876170057148,5.34037312230422e-10,1.36243599096225e-06,"CvsT1",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"158","Mcavernosa30574",68,67.2133170145486,3.36451038072796,0.486904149286738,6.910005564045,4.84634695483014e-12,3.09100008779067e-08,"CvsT3",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"161","Mcavernosa30574",93,67.2133170145486,2.7646448394278,0.474133927181954,5.83093653698155,5.51171457449159e-09,2.29765008228639e-05,"CvsT4",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"164","Mcavernosa30574",5,67.2133170145486,3.59045148677925,0.489776631340087,7.33079378849771,2.28793481166567e-13,1.45924482288037e-09,"CvsT1",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"167","Mcavernosa30574",25,67.2133170145486,3.08019516250379,0.482656855656227,6.38174953159199,1.75076150758792e-10,2.18950234138945e-06,"CvsT2",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"8","Mcavernosa01732",39,117.065837293015,-1.79467512055639,0.434206366913683,-4.13323077990045,3.57699234252456e-05,0.0154254711157283,"CvsT2",152,136,55,107,131,89,99,119,104,61,86,60,146,195,122,"Sc0000019",392358,408525,16167,"GO:0004383",0.021014032896548,0.999812282293317,1,7,"guanylate cyclase activity","MF"
"9","Mcavernosa01732",39,117.065837293015,-1.79467512055639,0.434206366913683,-4.13323077990045,3.57699234252456e-05,0.0154254711157283,"CvsT2",152,136,55,107,131,89,99,119,104,61,86,60,146,195,122,"Sc0000019",392358,408525,16167,"GO:0016849",0.028737996393536,0.999634927480844,1,9,"phosphorus-oxygen lyase activity","MF"
"10","Mcavernosa02339",60,129.019574017764,1.07151713337485,0.262199641296615,4.08664606891161,4.37653985972969e-05,0.0182443358285932,"CvsT2",159,84,190,578,44,148,65,81,358,85,89,148,94,132,105,"Sc0000074",591030,593979,2949,"GO:0017017",0.0218437694884248,0.999822319847867,1,4,"MAP kinase tyrosine/serine/threonine phosphatase activity","MF"
"30","Mcavernosa09510",85,62.576188560493,-1.08736157483386,0.278917169846064,-3.89851071353541,9.67861193461543e-05,0.047484759168444,"CvsT3",81,47,41,97,41,65,44,62,81,35,84,89,61,66,55,"Sc0000468",26786,32508,5722,"GO:0008137",0.0408253794783819,0.999271220090235,1,8,"NADH dehydrogenase (ubiquinone) activity","MF"
"33","Mcavernosa10311",49,461.0292515652,-0.590039990950675,0.141124343011612,-4.18099371348092,2.90237889443592e-05,0.0134433890569687,"CvsT2",493,327,506,1072,415,456,394,402,563,319,344,473,407,604,444,"Sc0000420",233260,247462,14202,"GO:0038023",0.0212308358194467,0.999808372603324,1,7,"signaling receptor activity","MF"
"36","Mcavernosa10311",49,461.0292515652,-0.590039990950675,0.141124343011612,-4.18099371348092,2.90237889443592e-05,0.0134433890569687,"CvsT2",493,327,506,1072,415,456,394,402,563,319,344,473,407,604,444,"Sc0000420",233260,247462,14202,"GO:0004675",0.01397590675301,0.999927509963858,1,4,"transmembrane receptor protein serine/threonine kinase activity","MF"
"61","Mcavernosa16456",54,59.1886745752613,-1.4993229588615,0.378217225494184,-3.96418475362265,7.36471995763008e-05,0.0263151965114634,"CvsT2",67,32,38,119,125,40,72,36,82,33,33,57,41,76,35,"Sc0000060",81160,90244,9084,"GO:0005262",0.0367119626021935,0.999395009042397,1,10,"calcium channel activity","MF"
"62","Mcavernosa18273",37,285.445739358436,1.02497753920841,0.257850352975805,3.97508681830112,7.03535868166623e-05,0.0261073003350014,"CvsT2",331,216,573,874,112,400,135,137,596,280,278,330,176,222,221,"Sc0000295",91700,103175,11475,"GO:0003714",0.0257434047668552,0.999725537282452,1,6,"transcription corepressor activity","MF"
"80","Mcavernosa24709",10,328.905102243987,-2.1903986648109,0.489426589964622,-4.47543862496158,7.62546022416995e-06,0.00676931171089288,"CvsT1",422,347,137,206,310,521,219,320,124,60,560,390,281,353,368,"Sc0000050",673517,676231,2714,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF"
"81","Mcavernosa24709",10,328.905102243987,-2.1903986648109,0.489426589964622,-4.47543862496158,7.62546022416995e-06,0.00676931171089288,"CvsT1",422,347,137,206,310,521,219,320,124,60,560,390,281,353,368,"Sc0000050",673517,676231,2714,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF"
"82","Mcavernosa24709",73,328.905102243987,-2.55560671649893,0.489115330101454,-5.22495730397335,1.74195299830923e-07,0.000246892804960362,"CvsT3",422,347,137,206,310,521,219,320,124,60,560,390,281,353,368,"Sc0000050",673517,676231,2714,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF"
"83","Mcavernosa24709",73,328.905102243987,-2.55560671649893,0.489115330101454,-5.22495730397335,1.74195299830923e-07,0.000246892804960362,"CvsT3",422,347,137,206,310,521,219,320,124,60,560,390,281,353,368,"Sc0000050",673517,676231,2714,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF"
"84","Mcavernosa24709",33,328.905102243987,-2.0685228159768,0.489967052949055,-4.22175900099118,2.42403208538774e-05,0.0126312271916079,"CvsT2",422,347,137,206,310,521,219,320,124,60,560,390,281,353,368,"Sc0000050",673517,676231,2714,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF"
"85","Mcavernosa24709",33,328.905102243987,-2.0685228159768,0.489967052949055,-4.22175900099118,2.42403208538774e-05,0.0126312271916079,"CvsT2",422,347,137,206,310,521,219,320,124,60,560,390,281,353,368,"Sc0000050",673517,676231,2714,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF"
"176","Mcavernosa30729",7,261.992297906827,-1.1566599803894,0.245335108147019,-4.7146125522983,2.42171112623061e-06,0.00308913471261977,"CvsT1",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0004399",0.00344892307337557,1,1,1,"histidinol dehydrogenase activity","MF"
"179","Mcavernosa30729",7,261.992297906827,-1.1566599803894,0.245335108147019,-4.7146125522983,2.42171112623061e-06,0.00308913471261977,"CvsT1",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0004636",0.00344892307337557,1,1,1,"phosphoribosyl-ATP diphosphatase activity","MF"
"180","Mcavernosa30729",7,261.992297906827,-1.1566599803894,0.245335108147019,-4.7146125522983,2.42171112623061e-06,0.00308913471261977,"CvsT1",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0004635",0.00344892307337557,1,1,1,"phosphoribosyl-AMP cyclohydrolase activity","MF"
"182","Mcavernosa30729",71,261.992297906827,-1.21414419197045,0.245529382819387,-4.94500567723733,7.61416454165719e-07,0.000882966208121628,"CvsT3",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0004399",0.00344892307337557,1,1,1,"histidinol dehydrogenase activity","MF"
"185","Mcavernosa30729",71,261.992297906827,-1.21414419197045,0.245529382819387,-4.94500567723733,7.61416454165719e-07,0.000882966208121628,"CvsT3",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0004636",0.00344892307337557,1,1,1,"phosphoribosyl-ATP diphosphatase activity","MF"
"186","Mcavernosa30729",71,261.992297906827,-1.21414419197045,0.245529382819387,-4.94500567723733,7.61416454165719e-07,0.000882966208121628,"CvsT3",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0004635",0.00344892307337557,1,1,1,"phosphoribosyl-AMP cyclohydrolase activity","MF"
"189","Mcavernosa30960",64,285.148275384159,-1.08032936735749,0.275747564244854,-3.91782016394602,8.93533259471619e-05,0.0455916410312799,"CvsT3",355,230,288,289,180,383,176,169,243,357,317,330,284,366,236,"Sc0000089",360982,361408,426,"GO:0051920",0.0242976782160325,0.99976535025577,1,5,"peroxiredoxin activity","MF"
"191","Mcavernosa30960",89,285.148275384159,-1.30517762586291,0.275091007735714,-4.74453031600663,2.08990679914178e-06,0.00373376777572387,"CvsT4",355,230,288,289,180,383,176,169,243,357,317,330,284,366,236,"Sc0000089",360982,361408,426,"GO:0051920",0.0242976782160325,0.99976535025577,1,5,"peroxiredoxin activity","MF"
