"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","X19_T33_Ac_WK","X24_T12_Ac_FM","X25_ctl1_Ac_GF_1","X27_ctl2_Ac_YG_1","X31_T22_Ac_UV","X35_T43_Ac_MT","X37_T13_Ac_ML","X38_T23_Ac_IN","X41_ctl3_Ac_RN_1","X45_T41_Ac_SC_1","X47_T31_Ac_JB","X52_T11_Ac_II","X53_T21_Ac_NH","X54_T42_Ac_JQ","X57_T32_Ac_NM","GO_terms","scaffold","start","stop","length"
"16","Acerv_evm.TU.Segkk2716_pilon.12",27.1307416389648,-2.14102533642483,0.573951287131299,-3.73032587334374,0.000191232269442851,0.0499004255306663,"CvsT2",18,0,15,24,16,44,19,80,25,106,23,42,16,62,18,"NA","Segkk2716_pilon",203329,203637,308
"17","Acerv_evm.TU.Segkk2725_pilon.8",25.8204694761723,-2.12866011887141,0.557279489574673,-3.81973526514685,0.000133594982376307,0.0374413072090844,"CvsT2",37,1,14,35,26,52,23,42,11,19,26,37,28,62,9,"GO:0005515","Segkk2725_pilon",84647,87955,3308
"18","Acerv_evm.TU.Segkk2935_pilon.2",20.7742062350845,-2.64390394017804,0.570634620628064,-4.63326942425619,3.59935609289691e-06,0.00295081756779494,"CvsT2",22,1,12,12,22,57,21,58,13,19,26,15,11,27,13,"NA",NA,NA,NA,NA
"19","Acerv_evm.TU.Segkk2970_pilon.1",41.975563532881,-2.35939871572477,0.502456187295501,-4.69573024550533,2.65655938585073e-06,0.00239568525416019,"CvsT2",72,0,21,39,38,111,38,130,44,68,42,27,41,53,21,"NA",NA,NA,NA,NA
"20","Acerv_evm.TU.Segkk3047_pilon.5",26.7920627018323,-3.26139820079785,0.667395514554344,-4.8867547498812,1.02511659099243e-06,0.00132064305965282,"CvsT2",33,0,11,16,51,67,33,38,8,5,27,22,34,47,24,"NA","Segkk3047_pilon",67268,69713,2445
"21","Acerv_evm.TU.Segkk3087_pilon.2",25.7360835517873,-3.05303946904718,0.598842963181126,-5.09823051577507,3.42843167068432e-07,0.000618351936124624,"CvsT2",50,0,10,15,33,65,39,38,6,15,31,27,24,62,12,"GO:0005515","Segkk3087_pilon",17242,21852,4610
"22","Acerv_evm.TU.Segkk315_pilon.1",17.3851356597941,-2.47351481099407,0.57184302350457,-4.32551366253453,1.52176835859478e-05,0.00914887137187184,"CvsT2",35,0,5,7,25,50,15,23,19,23,23,16,18,39,7,"NA","Segkk315_pilon",11739,23123,11384
"23","Acerv_evm.TU.Segkk3209_pilon.7",27.1787100506276,-1.71052148383476,0.446669629604203,-3.82950030730869,0.000128403722869666,0.0373530571883434,"CvsT2",58,2,21,34,32,45,28,31,19,26,29,13,26,53,17,"GO:0005515","Segkk3209_pilon",43307,44251,944
"24","Acerv_evm.TU.Segkk3394_pilon.16",187.475455948091,-5.35065171564566,1.02702578892151,-5.20985137214953,1.889919673589e-07,0.000426082390410641,"CvsT2",311,12,28,12,288,513,246,188,6,6,152,155,186,521,123,"NA","Segkk3394_pilon",175925,179566,3641
"25","Acerv_evm.TU.Segkk3395_pilon.4",73.72818654295,-1.55638735639207,0.384373284952121,-4.04915590475009,5.14026945829224e-05,0.0205646587427105,"CvsT2",74,4,63,50,79,161,76,112,91,156,73,99,43,163,29,"GO:0005515","Segkk3395_pilon",17152,24515,7363
"26","Acerv_evm.TU.Segkk3405_pilon.7",62.1972734777367,-1.93922400050767,0.508515115342914,-3.8135031624379,0.000137010771556862,0.0374413072090844,"CvsT2",112,0,40,42,81,158,65,91,56,57,62,103,35,128,39,"GO:0005515","Segkk3405_pilon",65812,68219,2407
"27","Acerv_evm.TU.Segkk3422_pilon.23",1318.46151976369,-6.24050026162988,1.09996905013043,-5.67334168255905,1.40038519917121e-08,6.31433686306296e-05,"CvsT2",799,711,15,8,471,680,524,537,22,14,402,449,304,1079,353,"NA","Segkk3422_pilon",236670,238357,1687
"28","Acerv_evm.TU.Segkk3454_pilon.21",67.8591411375182,2.24092170733801,0.530896201714022,4.22101665090671,2.43202969401089e-05,0.0137075273628689,"CvsT2",52,0,433,437,26,65,32,40,315,439,32,38,26,39,14,"GO:0005515",NA,NA,NA,NA
"29","Acerv_evm.TU.Segkk3525_pilon.1",22.8482435347672,-2.4941466747892,0.62550301643311,-3.98742549478324,6.67941704370372e-05,0.0240939931600481,"CvsT2",48,0,19,11,27,58,21,24,9,10,28,39,27,45,10,"GO:0005515",NA,NA,NA,NA
"30","Acerv_evm.TU.Segkk3540_pilon.3",29.6868858764479,-2.73982140657503,0.629583248766035,-4.35180162741782,1.35023403050571e-05,0.00869743606221467,"CvsT2",13,0,31,22,16,20,21,189,35,34,14,28,30,37,10,"NA",NA,NA,NA,NA
"31","Acerv_evm.TU.Segkk3750_pilon.2",11.5824114529519,-2.17660138205388,0.550474249619588,-3.95404759361233,7.68401142841667e-05,0.0256645981709117,"CvsT2",25,0,10,12,12,23,13,30,9,10,13,10,11,20,4,"NA",NA,NA,NA,NA
"32","Acerv_evm.TU.Segkk3858_pilon.8",124.92515338524,-1.41188915012259,0.378813675882542,-3.72713352239261,0.000193669870655724,0.0499004255306663,"CvsT2",156,10,92,120,161,94,175,185,216,222,123,86,99,156,81,"NA",NA,NA,NA,NA
"33","Acerv_evm.TU.Segkk398_pilon.1",13.06873003039,-2.5009366840773,0.606217971228032,-4.12547433889345,3.69971434627788e-05,0.0185355688748522,"CvsT2",36,0,11,5,19,36,14,17,8,11,7,12,14,32,8,"GO:0016021","Segkk398_pilon",94,2199,2105
"34","Acerv_evm.TU.Segkk398_pilon.2",13.4627404440039,-2.06841340125711,0.512687438432343,-4.03445305307606,5.47296307191231e-05,0.0205646587427105,"CvsT2",26,0,14,7,19,38,16,17,12,19,9,11,15,29,9,"GO:0016021","Segkk398_pilon",3534,8277,4743
"35","Acerv_evm.TU.Segkk4074_pilon.1",24.0941127377306,-2.0813968004315,0.504132344941215,-4.12867141201623,3.6486538351089e-05,0.0185355688748522,"CvsT2",56,0,21,25,41,76,19,43,23,25,21,16,26,41,8,"NA",NA,NA,NA,NA
