,gene_id,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,length,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Treatment_Compare
37,LOC110047759,GO:0001934,0.046398023,0.998992639,1,54,positive regulation of protein phosphorylation,BP,4103,133.7505367,5.764582496,1.26927269,4.541642265,5.58E-06,0.030631278,CvsT4
38,LOC110047759,GO:0051098,0.004396274,0.999992739,1,5,regulation of binding,BP,4103,133.7505367,5.602745,1.281157245,4.37319074,1.22E-05,0.031514548,CvsT3
39,LOC110047759,GO:0051098,0.004396274,0.999992739,1,5,regulation of binding,BP,4103,133.7505367,5.764582496,1.26927269,4.541642265,5.58E-06,0.030631278,CvsT4
40,LOC110047759,GO:0045727,0.011489755,0.999943026,1,12,positive regulation of translation,BP,4103,133.7505367,5.602745,1.281157245,4.37319074,1.22E-05,0.031514548,CvsT3
41,LOC110047759,GO:0045727,0.011489755,0.999943026,1,12,positive regulation of translation,BP,4103,133.7505367,5.764582496,1.26927269,4.541642265,5.58E-06,0.030631278,CvsT4
42,LOC110050314,GO:0032958,0.006134359,0.999984844,1,7,inositol phosphate biosynthetic process,BP,1038,129.2278542,6.279160554,1.375105858,4.566310673,4.96E-06,0.024651088,CvsT1
43,LOC110050314,GO:0032958,0.006134359,0.999984844,1,7,inositol phosphate biosynthetic process,BP,1038,129.2278542,5.926167736,1.368948844,4.328991372,1.50E-05,0.03065856,CvsT4
44,LOC110050314,GO:0032958,0.006134359,0.999984844,1,7,inositol phosphate biosynthetic process,BP,1038,129.2278542,6.084929402,1.387733886,4.384795573,1.16E-05,0.031514548,CvsT3
45,LOC110050314,GO:0016301,0.041155675,0.999210797,1,48,kinase activity,MF,1038,129.2278542,6.279160554,1.375105858,4.566310673,4.96E-06,0.024651088,CvsT1
46,LOC110050314,GO:0016301,0.041155675,0.999210797,1,48,kinase activity,MF,1038,129.2278542,5.926167736,1.368948844,4.328991372,1.50E-05,0.03065856,CvsT4
47,LOC110050314,GO:0016301,0.041155675,0.999210797,1,48,kinase activity,MF,1038,129.2278542,6.084929402,1.387733886,4.384795573,1.16E-05,0.031514548,CvsT3
48,LOC110052551,GO:0004725,0.039884765,0.999259467,1,47,protein tyrosine phosphatase activity,MF,2305,48.92330235,-3.730504115,0.83378678,-4.474170379,7.67E-06,0.028130563,CvsT1
49,LOC110052551,GO:1902751,0.001754435,0.999999278,1,2,positive regulation of cell cycle G2/M phase transition,BP,2305,48.92330235,-3.730504115,0.83378678,-4.474170379,7.67E-06,0.028130563,CvsT1
50,LOC110052551,GO:0006470,0.043280976,0.99912576,1,50,protein dephosphorylation,BP,2305,48.92330235,-3.730504115,0.83378678,-4.474170379,7.67E-06,0.028130563,CvsT1
51,LOC110062450,GO:0016055,0.043349622,0.999122284,1,52,Wnt signaling pathway,BP,1664,1390.894765,2.545947065,0.595227463,4.277267472,1.89E-05,0.043364966,CvsT1
