"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","X1_2","X2_2","X4_2","X11_2","X28_2","X35_2","X36_2","X38_2","X39_2","X41_2","X42_2","X47_2","prot","scaffold","Gene.Predict","id","gene.start","gene.stop","pos1","pos2","pos3","attr","GO_terms","length"
"11","LOC113664150",183.041454303506,-2.8815137076891,0.832822146767834,-3.45993885834112,0.000540298053673829,0.02804448966107,"CvsMid",458,152,4,63,226,290,121,16,130,113,241,95,"XP_027035546.1","NW_020843939.1","Gnomon","CDS",114707,115176,".","+","0","ID=cds-XP_027035546.1;Parent=rna-XM_027179745.1;Dbxref=GeneID:113664150,Genbank:XP_027035546.1;Name=XP_027035546.1;gbkey=CDS;gene=LOC113664150;partial=true;product=protein jagged-1-like;protein_id=XP_027035546.1;start_range=.,114707","GO:0007154,GO:0016020,GO:0007154,GO:0016020",469
"12","LOC113664260",3404.43071693521,2.50223390508305,0.39693679923937,6.30385973252658,2.90323257239607e-10,1.03072200506144e-07,"CvsMid",596,445,12947,14246,993,1358,1637,502,12175,12881,1384,1216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA
"13","LOC113664289",2045.25033678059,-4.2881556731526,0.469521791364046,-9.13302801281008,6.6609620733732e-20,6.14851205786169e-17,"CvsMid",1974,2525,299,224,645,3283,1797,1870,256,220,3903,2699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA
"14","LOC113664401",65090.5094246472,-4.31554355059956,0.616896545271175,-6.99557094893851,2.64180850550821e-12,1.26132691611265e-09,"CvsMid",47297,110592,4742,15618,77733,62370,61573,62264,4714,2417,82870,56243,"XP_027035799.1","NW_020843990.1","Gnomon","CDS",66035,66769,".","+","0","ID=cds-XP_027035799.1;Parent=rna-XM_027179998.1;Dbxref=GeneID:113664401,Genbank:XP_027035799.1;Name=XP_027035799.1;gbkey=CDS;gene=LOC113664401;product=CCAAT/enhancer-binding protein epsilon-like;protein_id=XP_027035799.1","GO:0003700,GO:0006355",734
"15","LOC113664439",408.367476437007,-2.8180106552882,0.638209263558071,-4.41549632103043,1.00778493965456e-05,0.00102601459957829,"CvsMid",462,332,111,327,521,488,376,445,15,111,582,379,"XP_027035840.1","NW_020843994.1","Gnomon","CDS",294014,294170,".","+","1","ID=cds-XP_027035840.1;Parent=rna-XM_027180039.1;Dbxref=GeneID:113664439,Genbank:XP_027035840.1;Name=XP_027035840.1;gbkey=CDS;gene=LOC113664439;product=uncharacterized protein LOC113664439;protein_id=XP_027035840.1","GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515",156
"16","LOC113664439",408.367476437007,-2.8180106552882,0.638209263558071,-4.41549632103043,1.00778493965456e-05,0.00102601459957829,"CvsMid",462,332,111,327,521,488,376,445,15,111,582,379,"XP_027035840.1","NW_020843994.1","Gnomon","CDS",295769,296040,".","+","2","ID=cds-XP_027035840.1;Parent=rna-XM_027180039.1;Dbxref=GeneID:113664439,Genbank:XP_027035840.1;Name=XP_027035840.1;gbkey=CDS;gene=LOC113664439;product=uncharacterized protein LOC113664439;protein_id=XP_027035840.1","GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515",271
"17","LOC113664439",408.367476437007,-2.8180106552882,0.638209263558071,-4.41549632103043,1.00778493965456e-05,0.00102601459957829,"CvsMid",462,332,111,327,521,488,376,445,15,111,582,379,"XP_027035840.1","NW_020843994.1","Gnomon","CDS",298014,298240,".","+","2","ID=cds-XP_027035840.1;Parent=rna-XM_027180039.1;Dbxref=GeneID:113664439,Genbank:XP_027035840.1;Name=XP_027035840.1;gbkey=CDS;gene=LOC113664439;product=uncharacterized protein LOC113664439;protein_id=XP_027035840.1","GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515",226
"18","LOC113664439",408.367476437007,-2.8180106552882,0.638209263558071,-4.41549632103043,1.00778493965456e-05,0.00102601459957829,"CvsMid",462,332,111,327,521,488,376,445,15,111,582,379,"XP_027035840.1","NW_020843994.1","Gnomon","CDS",294892,294958,".","+","0","ID=cds-XP_027035840.1;Parent=rna-XM_027180039.1;Dbxref=GeneID:113664439,Genbank:XP_027035840.1;Name=XP_027035840.1;gbkey=CDS;gene=LOC113664439;product=uncharacterized protein LOC113664439;protein_id=XP_027035840.1","GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515",66
"19","LOC113664439",408.367476437007,-2.8180106552882,0.638209263558071,-4.41549632103043,1.00778493965456e-05,0.00102601459957829,"CvsMid",462,332,111,327,521,488,376,445,15,111,582,379,"XP_027035840.1","NW_020843994.1","Gnomon","CDS",293262,293356,".","+","0","ID=cds-XP_027035840.1;Parent=rna-XM_027180039.1;Dbxref=GeneID:113664439,Genbank:XP_027035840.1;Name=XP_027035840.1;gbkey=CDS;gene=LOC113664439;product=uncharacterized protein LOC113664439;protein_id=XP_027035840.1","GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515",94
"20","LOC113664439",408.367476437007,-2.8180106552882,0.638209263558071,-4.41549632103043,1.00778493965456e-05,0.00102601459957829,"CvsMid",462,332,111,327,521,488,376,445,15,111,582,379,"XP_027035840.1","NW_020843994.1","Gnomon","CDS",291605,291815,".","+","0","ID=cds-XP_027035840.1;Parent=rna-XM_027180039.1;Dbxref=GeneID:113664439,Genbank:XP_027035840.1;Name=XP_027035840.1;gbkey=CDS;gene=LOC113664439;product=uncharacterized protein LOC113664439;protein_id=XP_027035840.1","GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515",210
"21","LOC113664439",408.367476437007,-2.8180106552882,0.638209263558071,-4.41549632103043,1.00778493965456e-05,0.00102601459957829,"CvsMid",462,332,111,327,521,488,376,445,15,111,582,379,"XP_027035840.1","NW_020843994.1","Gnomon","CDS",297309,297489,".","+","0","ID=cds-XP_027035840.1;Parent=rna-XM_027180039.1;Dbxref=GeneID:113664439,Genbank:XP_027035840.1;Name=XP_027035840.1;gbkey=CDS;gene=LOC113664439;product=uncharacterized protein LOC113664439;protein_id=XP_027035840.1","GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515",180
"22","LOC113664439",408.367476437007,-2.8180106552882,0.638209263558071,-4.41549632103043,1.00778493965456e-05,0.00102601459957829,"CvsMid",462,332,111,327,521,488,376,445,15,111,582,379,"XP_027035840.1","NW_020843994.1","Gnomon","CDS",292384,292847,".","+","2","ID=cds-XP_027035840.1;Parent=rna-XM_027180039.1;Dbxref=GeneID:113664439,Genbank:XP_027035840.1;Name=XP_027035840.1;gbkey=CDS;gene=LOC113664439;product=uncharacterized protein LOC113664439;protein_id=XP_027035840.1","GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515",463
"23","LOC113664448",22.0120711359547,-1.48824022209632,0.403589519922313,-3.68750958246585,0.000226459568218199,0.0141241404574288,"CvsMid",22,15,20,3,20,22,23,26,23,27,27,22,"XP_027035843.1","NW_020843994.1","Gnomon","CDS",332006,334030,".","+","0","ID=cds-XP_027035843.1;Parent=rna-XM_027180042.1;Dbxref=GeneID:113664448,Genbank:XP_027035843.1;Name=XP_027035843.1;gbkey=CDS;gene=LOC113664448;product=tripartite motif-containing protein 2-like;protein_id=XP_027035843.1","GO:0046872,GO:0005515,GO:0008270",2024
"24","LOC113664491",25.9223246975038,-2.11359319080186,0.492468398154426,-4.29183516896264,1.77202473140028e-05,0.00163569696206455,"CvsMid",14,34,19,5,26,23,32,23,10,17,35,25,"XP_027035899.1","NW_020843402.1","Gnomon","CDS",784014,784880,".","-","0","ID=cds-XP_027035899.1;Parent=rna-XM_027180098.1;Dbxref=GeneID:113664491,Genbank:XP_027035899.1;Name=XP_027035899.1;gbkey=CDS;gene=LOC113664491;product=allatostatin-A receptor-like;protein_id=XP_027035899.1","GO:0016021,GO:0004930,GO:0007186,GO:0016021",866
"25","LOC113664501",921.886446879334,-1.17520935403283,0.336064579997292,-3.49697476015563,0.000470566351802328,0.0252537275467249,"CvsMid",866,412,565,1330,1073,1245,947,625,1126,750,1440,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA
"26","LOC113664618",243.563508020609,0.925200427679479,0.282984457831405,3.26943901714451,0.00107760962940115,0.0482866761446225,"CvsMid",107,133,461,457,66,287,340,210,450,607,159,142,"XP_027036042.1","NW_020844031.1","Gnomon","CDS",296417,296539,".","+","1","ID=cds-XP_027036042.1;Parent=rna-XM_027180241.1;Dbxref=GeneID:113664618,Genbank:XP_027036042.1;Name=XP_027036042.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: added 130 bases not found in genome assembly;exception=annotated by transcript or proteomic data;gbkey=CDS;gene=LOC113664618;inference=similar to RNA sequence (same species):INSD:GEFF01013275.1;partial=true;product=splicing factor U2AF 50 kDa subunit-like;protein_id=XP_027036042.1","GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397",122
"27","LOC113664618",243.563508020609,0.925200427679479,0.282984457831405,3.26943901714451,0.00107760962940115,0.0482866761446225,"CvsMid",107,133,461,457,66,287,340,210,450,607,159,142,"XP_027036042.1","NW_020844031.1","Gnomon","CDS",290522,290554,".","+","2","ID=cds-XP_027036042.1;Parent=rna-XM_027180241.1;Dbxref=GeneID:113664618,Genbank:XP_027036042.1;Name=XP_027036042.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: added 130 bases not found in genome assembly;exception=annotated by transcript or proteomic data;gbkey=CDS;gene=LOC113664618;inference=similar to RNA sequence (same species):INSD:GEFF01013275.1;partial=true;product=splicing factor U2AF 50 kDa subunit-like;protein_id=XP_027036042.1;start_range=.,290522","GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397",32
"28","LOC113664618",243.563508020609,0.925200427679479,0.282984457831405,3.26943901714451,0.00107760962940115,0.0482866761446225,"CvsMid",107,133,461,457,66,287,340,210,450,607,159,142,"XP_027036042.1","NW_020844031.1","Gnomon","CDS",291292,291425,".","+","0","ID=cds-XP_027036042.1;Parent=rna-XM_027180241.1;Dbxref=GeneID:113664618,Genbank:XP_027036042.1;Name=XP_027036042.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: added 130 bases not found in genome assembly;exception=annotated by transcript or proteomic data;gbkey=CDS;gene=LOC113664618;inference=similar to RNA sequence (same species):INSD:GEFF01013275.1;partial=true;product=splicing factor U2AF 50 kDa subunit-like;protein_id=XP_027036042.1","GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397",133
"29","LOC113664618",243.563508020609,0.925200427679479,0.282984457831405,3.26943901714451,0.00107760962940115,0.0482866761446225,"CvsMid",107,133,461,457,66,287,340,210,450,607,159,142,"XP_027036042.1","NW_020844031.1","Gnomon","CDS",296674,296763,".","+","1","ID=cds-XP_027036042.1;Parent=rna-XM_027180241.1;Dbxref=GeneID:113664618,Genbank:XP_027036042.1;Name=XP_027036042.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: added 130 bases not found in genome assembly;exception=annotated by transcript or proteomic data;gbkey=CDS;gene=LOC113664618;inference=similar to RNA sequence (same species):INSD:GEFF01013275.1;partial=true;product=splicing factor U2AF 50 kDa subunit-like;protein_id=XP_027036042.1","GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397",89
"30","LOC113664618",243.563508020609,0.925200427679479,0.282984457831405,3.26943901714451,0.00107760962940115,0.0482866761446225,"CvsMid",107,133,461,457,66,287,340,210,450,607,159,142,"XP_027036042.1","NW_020844031.1","Gnomon","CDS",290727,290797,".","+","2","ID=cds-XP_027036042.1;Parent=rna-XM_027180241.1;Dbxref=GeneID:113664618,Genbank:XP_027036042.1;Name=XP_027036042.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: added 130 bases not found in genome assembly;exception=annotated by transcript or proteomic data;gbkey=CDS;gene=LOC113664618;inference=similar to RNA sequence (same species):INSD:GEFF01013275.1;partial=true;product=splicing factor U2AF 50 kDa subunit-like;protein_id=XP_027036042.1","GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397",70
"31","LOC113664618",243.563508020609,0.925200427679479,0.282984457831405,3.26943901714451,0.00107760962940115,0.0482866761446225,"CvsMid",107,133,461,457,66,287,340,210,450,607,159,142,"XP_027036042.1","NW_020844031.1","Gnomon","CDS",293360,293417,".","+","1","ID=cds-XP_027036042.1;Parent=rna-XM_027180241.1;Dbxref=GeneID:113664618,Genbank:XP_027036042.1;Name=XP_027036042.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: added 130 bases not found in genome assembly;exception=annotated by transcript or proteomic data;gbkey=CDS;gene=LOC113664618;inference=similar to RNA sequence (same species):INSD:GEFF01013275.1;partial=true;product=splicing factor U2AF 50 kDa subunit-like;protein_id=XP_027036042.1","GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397",57
"32","LOC113664618",243.563508020609,0.925200427679479,0.282984457831405,3.26943901714451,0.00107760962940115,0.0482866761446225,"CvsMid",107,133,461,457,66,287,340,210,450,607,159,142,"XP_027036042.1","NW_020844031.1","Gnomon","CDS",298346,298480,".","+","1","ID=cds-XP_027036042.1;Parent=rna-XM_027180241.1;Dbxref=GeneID:113664618,Genbank:XP_027036042.1;Name=XP_027036042.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: added 130 bases not found in genome assembly;exception=annotated by transcript or proteomic data;gbkey=CDS;gene=LOC113664618;inference=similar to RNA sequence (same species):INSD:GEFF01013275.1;partial=true;product=splicing factor U2AF 50 kDa subunit-like;protein_id=XP_027036042.1","GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397",134
"33","LOC113664618",243.563508020609,0.925200427679479,0.282984457831405,3.26943901714451,0.00107760962940115,0.0482866761446225,"CvsMid",107,133,461,457,66,287,340,210,450,607,159,142,"XP_027036042.1","NW_020844031.1","Gnomon","CDS",296896,297040,".","+","1","ID=cds-XP_027036042.1;Parent=rna-XM_027180241.1;Dbxref=GeneID:113664618,Genbank:XP_027036042.1;Name=XP_027036042.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: added 130 bases not found in genome assembly;exception=annotated by transcript or proteomic data;gbkey=CDS;gene=LOC113664618;inference=similar to RNA sequence (same species):INSD:GEFF01013275.1;partial=true;product=splicing factor U2AF 50 kDa subunit-like;protein_id=XP_027036042.1","GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003676,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397,GO:0003723,GO:0005634,GO:0006397",144
