"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","X1_2","X2_2","X4_2","X11_2","X28_2","X35_2","X36_2","X38_2","X39_2","X41_2","X42_2","X47_2","length"
"58","LOC113673942","GO:0045116",0.0471274068320963,0.999432305505108,1,2,"protein neddylation","BP",121.825884930526,3.8139611933623,0.944201081968218,4.0393527037821,5.35989151037685e-05,0.00440773526417776,"CvsMid",14,80,265,361,8,0,165,26,570,583,11,21,9233
"72","LOC113678608","GO:0030148",0.0235143554754799,1,1,1,"sphingolipid biosynthetic process","BP",1176.3857048497,1.05549464547682,0.239546770604786,4.40621529904996,1.05192410665941e-05,0.000939673624568144,"CvsHigh",908,339,2826,2355,1165,1001,522,617,2746,2549,1298,626,3102
"77","LOC113679798","GO:0097193",0.0235908282455793,1,1,1,"intrinsic apoptotic signaling pathway","BP",272.639639784888,1.18668103547726,0.375196711709732,3.16282365607546,0.00156246946003204,0.0478627259814239,"CvsHigh",205,45,668,745,212,239,218,108,685,590,303,89,3948
"83","LOC113682550","GO:0006825",0.023619543313818,1,1,1,"copper ion transport","BP",474.459590202987,1.1264387964604,0.217918309497042,5.16908743950994,2.35239823361337e-07,3.50229096157104e-05,"CvsHigh",350,118,1193,1116,405,381,247,252,975,1070,462,313,5330
"84","LOC113682550","GO:0006878",0.0466717611341194,0.999443361526491,1,2,"cellular copper ion homeostasis","BP",474.459590202987,1.1264387964604,0.217918309497042,5.16908743950994,2.35239823361337e-07,3.50229096157104e-05,"CvsHigh",350,118,1193,1116,405,381,247,252,975,1070,462,313,5330
"85","LOC113682550","GO:0008535",0.023619543313818,1,1,1,"respiratory chain complex IV assembly","BP",474.459590202987,1.1264387964604,0.217918309497042,5.16908743950994,2.35239823361337e-07,3.50229096157104e-05,"CvsHigh",350,118,1193,1116,405,381,247,252,975,1070,462,313,5330
"86","LOC113682626","GO:0006515",0.0240111816138482,1,1,1,"protein quality control for misfolded or incompletely synthesized proteins","BP",178.517377480208,-2.51302697471778,0.395255152533358,-6.35798662866436,2.04415259665672e-10,6.43257655757022e-08,"CvsHigh",200,103,48,112,112,231,265,252,37,102,333,139,11480
"87","LOC113682626","GO:0006515",0.0240111816138482,1,1,1,"protein quality control for misfolded or incompletely synthesized proteins","BP",178.517377480208,-2.43261927138072,0.395435304443562,-6.15175034713651,7.6632441497128e-10,2.52631615468865e-07,"CvsMid",200,103,48,112,112,231,265,252,37,102,333,139,11480
"91","LOC113683409","GO:0000160",0.0263132483496096,1,1,1,"phosphorelay signal transduction system","BP",438.008746853646,-2.98188510545319,0.7312921374679,-4.07755663253535,4.5511446737188e-05,0.0038659600706939,"CvsMid",367,581,111,77,490,834,310,381,7,290,334,458,23556
"92","LOC113683409","GO:0000160",0.0263132483496096,1,1,1,"phosphorelay signal transduction system","BP",438.008746853646,-3.3238565276991,0.731118387769987,-4.54626307216446,5.46067762081743e-06,0.000543946347754232,"CvsHigh",367,581,111,77,490,834,310,381,7,290,334,458,23556
"94","LOC113684275","GO:0018193",0.046299637703442,0.999452308328764,1,2,"peptidyl-amino acid modification","BP",46.2489115069267,-1.29699254244365,0.274448018181911,-4.72582221957956,2.29186097654118e-06,0.0002993689347282,"CvsMid",43,30,28,42,58,43,38,49,45,63,57,39,1665
"95","LOC113684275","GO:0018193",0.046299637703442,0.999452308328764,1,2,"peptidyl-amino acid modification","BP",46.2489115069267,-0.941767470486452,0.279377957781755,-3.37094407147949,0.000749110643672173,0.0288116277007914,"CvsHigh",43,30,28,42,58,43,38,49,45,63,57,39,1665
