tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
46731,Pocillopora damicornis,113687086,0,live,LOC113687086,pdam_00016522,ATP-sensitive inward rectifier potassium channel 11-like,ATP-sensitive inward rectifier potassium channel 11-like,,Un,,,,,,
46731,Pocillopora damicornis,113687085,0,live,LOC113687085,pdam_00016521,endoplasmic reticulum lectin 1-like,endoplasmic reticulum lectin 1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687084,0,live,LOC113687084,pdam_00016526,uncharacterized LOC113687084,uncharacterized protein LOC113687084,,Un,,,,,,
46731,Pocillopora damicornis,113687083,0,live,LOC113687083,,uncharacterized LOC113687083,uncharacterized protein LOC113687083,,Un,,,,,,
46731,Pocillopora damicornis,113687082,0,live,LOC113687082,pdam_00016511,neuronal acetylcholine receptor subunit alpha-7-like,neuronal acetylcholine receptor subunit alpha-7-like,,Un,,,,,,
46731,Pocillopora damicornis,113687081,0,live,LOC113687081,pdam_00016519,REST corepressor 1-like,REST corepressor 1-like|REST corepressor 3-like,,Un,,,,,,
46731,Pocillopora damicornis,113687080,0,live,LOC113687080,pdam_00016530,polycystic kidney disease protein 1-like 2,polycystic kidney disease protein 1-like 2,,Un,,,,,,
46731,Pocillopora damicornis,113687079,0,live,LOC113687079,pdam_00016528,polycystic kidney disease protein 1-like 2,polycystic kidney disease protein 1-like 2,,Un,,,,,,
46731,Pocillopora damicornis,113687078,0,live,LOC113687078,,E3 ubiquitin-protein ligase TRIM71-like,E3 ubiquitin-protein ligase TRIM71-like,,Un,,,,,,
46731,Pocillopora damicornis,113687077,0,live,LOC113687077,,E3 ubiquitin-protein ligase TRIM71-like,E3 ubiquitin-protein ligase TRIM71-like,,Un,,,,,,
46731,Pocillopora damicornis,113687076,0,live,LOC113687076,,E3 ubiquitin-protein ligase TRIM71-like,E3 ubiquitin-protein ligase TRIM71-like,,Un,,,,,,
46731,Pocillopora damicornis,113687075,0,live,LOC113687075,pdam_00001754,uncharacterized LOC113687075,uncharacterized protein LOC113687075,,Un,,,,,,
46731,Pocillopora damicornis,113687074,0,live,LOC113687074,,histidine N-acetyltransferase-like,,,Un,,,,,,
46731,Pocillopora damicornis,113687073,0,live,LOC113687073,pdam_00020208,uncharacterized LOC113687073,uncharacterized protein LOC113687073,,Un,,,,,,
46731,Pocillopora damicornis,113687072,0,live,LOC113687072,pdam_00020199,uncharacterized LOC113687072,uncharacterized protein LOC113687072,,Un,,,,,,
46731,Pocillopora damicornis,113687071,0,live,LOC113687071,pdam_00020201,uncharacterized LOC113687071,uncharacterized protein LOC113687071,,Un,,,,,,
46731,Pocillopora damicornis,113687070,0,live,LOC113687070,pdam_00020200,multiple inositol polyphosphate phosphatase 1-like,multiple inositol polyphosphate phosphatase 1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687069,0,live,LOC113687069,pdam_00020197,uncharacterized skeletal organic matrix protein 5-like,uncharacterized skeletal organic matrix protein 5-like,,Un,,,,,,
46731,Pocillopora damicornis,113687068,0,live,LOC113687068,pdam_00020202,fibropellin-1-like,fibropellin-1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687067,0,live,LOC113687067,pdam_00020205,UPF0669 protein v1g209471-like,UPF0669 protein v1g209471-like,,Un,,,,,,
46731,Pocillopora damicornis,113687066,0,live,LOC113687066,pdam_00001667,uncharacterized LOC113687066,uncharacterized protein LOC113687066,,Un,,,,,,
46731,Pocillopora damicornis,113687065,0,live,LOC113687065,pdam_00020206,uncharacterized LOC113687065,uncharacterized protein LOC113687065,,Un,,,,,,
46731,Pocillopora damicornis,113687064,0,live,LOC113687064,pdam_00020203,inactive rhomboid protein 1-like,inactive rhomboid protein 1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687063,0,live,LOC113687063,,uncharacterized LOC113687063,,,Un,,,,,,
46731,Pocillopora damicornis,113687062,0,live,LOC113687062,pdam_00020204,protein jagged-1-like,protein jagged-1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687061,0,live,LOC113687061,pdam_00023991,neuroglobin-like,neuroglobin-like,,Un,,,,,,
46731,Pocillopora damicornis,113687060,0,live,LOC113687060,pdam_00023990,pyrroline-5-carboxylate reductase 3-like,pyrroline-5-carboxylate reductase 3-like,,Un,,,,,,
46731,Pocillopora damicornis,113687059,0,live,LOC113687059,pdam_00023992,translocation protein SEC63 homolog,translocation protein SEC63 homolog,,Un,,,,,,
46731,Pocillopora damicornis,113687058,0,live,LOC113687058,pdam_00023989,tripartite motif-containing protein 2-like,tripartite motif-containing protein 2-like,,Un,,,,,,
46731,Pocillopora damicornis,113687057,0,live,LOC113687057,,E3 ubiquitin-protein ligase TRIM71-like,,,Un,,,,,,
46731,Pocillopora damicornis,113687056,0,live,LOC113687056,,uncharacterized LOC113687056,uncharacterized protein LOC113687056,,Un,,,,,,
46731,Pocillopora damicornis,113687055,0,live,LOC113687055,pdam_00001694,transmembrane 9 superfamily member 3-like,transmembrane 9 superfamily member 3-like,,Un,,,,,,
46731,Pocillopora damicornis,113687054,0,live,Trnag-gcc,,transfer RNA glycine (anticodon GCC),,,Un,,,,,,
46731,Pocillopora damicornis,113687053,0,live,LOC113687053,pdam_00020616,putative beta-lactamase-like 1,putative beta-lactamase-like 1,,Un,,,,,,
46731,Pocillopora damicornis,113687052,0,live,LOC113687052,pdam_00020610,upstream-binding protein 1-like,upstream-binding protein 1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687051,0,live,LOC113687051,,uncharacterized LOC113687051,,,Un,,,,,,
46731,Pocillopora damicornis,113687050,0,live,LOC113687050,pdam_00020617,LWamide neuropeptides-like,LWamide neuropeptides-like,,Un,,,,,,
46731,Pocillopora damicornis,113687049,0,live,LOC113687049,pdam_00020614,putative beta-lactamase-like 1,putative beta-lactamase-like 1,,Un,,,,,,
46731,Pocillopora damicornis,113687048,0,live,LOC113687048,pdam_00020618,glycine receptor subunit alpha-1-like,glycine receptor subunit alpha-1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687047,0,live,LOC113687047,,uncharacterized LOC113687047,,,Un,,,,,,
46731,Pocillopora damicornis,113687046,0,live,LOC113687046,,protein phosphatase 1 regulatory subunit 12C-like,protein phosphatase 1 regulatory subunit 12C-like,,Un,,,,,,
46731,Pocillopora damicornis,113687045,0,live,LOC113687045,,uncharacterized LOC113687045,,,Un,,,,,,
46731,Pocillopora damicornis,113687044,0,live,LOC113687044,pdam_00020611,uncharacterized LOC113687044,uncharacterized protein LOC113687044,,Un,,,,,,
46731,Pocillopora damicornis,113687043,0,live,LOC113687043,pdam_00020612,zygotic DNA replication licensing factor mcm6-A-like,zygotic DNA replication licensing factor mcm6-A-like,,Un,,,,,,
46731,Pocillopora damicornis,113687042,0,live,LOC113687042,pdam_00022758,probable serine incorporator,probable serine incorporator,,Un,,,,,,
46731,Pocillopora damicornis,113687041,0,live,LOC113687041,,hepatocyte nuclear factor 1-beta-A-like,hepatocyte nuclear factor 1-beta-A-like,,Un,,,,,,
46731,Pocillopora damicornis,113687040,0,live,LOC113687040,pdam_00022754,pectin acetylesterase 11-like,pectin acetylesterase 11-like,,Un,,,,,,
46731,Pocillopora damicornis,113687039,0,live,LOC113687039,pdam_00022755,uncharacterized LOC113687039,uncharacterized protein LOC113687039,,Un,,,,,,
46731,Pocillopora damicornis,113687038,0,live,LOC113687038,pdam_00022756,RING finger protein 10-like,RING finger protein 10-like,,Un,,,,,,
46731,Pocillopora damicornis,113687037,0,live,LOC113687037,pdam_00022759,neuropeptide Y receptor type 2-like,neuropeptide Y receptor type 2-like,,Un,,,,,,
46731,Pocillopora damicornis,113687036,0,live,LOC113687036,pdam_00022753,TRAF-type zinc finger domain-containing protein 1-like,TRAF-type zinc finger domain-containing protein 1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687035,0,live,LOC113687035,pdam_00019491,uncharacterized LOC113687035,uncharacterized protein LOC113687035,,Un,,,,,,
46731,Pocillopora damicornis,113687034,0,live,LOC113687034,pdam_00019485,uncharacterized LOC113687034,uncharacterized protein LOC113687034,,Un,,,,,,
46731,Pocillopora damicornis,113687033,0,live,LOC113687033,pdam_00019489,putative ankyrin repeat protein RF_0381,uncharacterized protein LOC113687033,,Un,,,,,,
46731,Pocillopora damicornis,113687032,0,live,LOC113687032,,uncharacterized LOC113687032,,,Un,,,,,,
46731,Pocillopora damicornis,113687031,0,live,LOC113687031,pdam_00019492,uncharacterized LOC113687031,uncharacterized protein LOC113687031,,Un,,,,,,
46731,Pocillopora damicornis,113687030,0,live,LOC113687030,pdam_00001733,transmembrane protein 165-like,transmembrane protein 165-like,,Un,,,,,,
46731,Pocillopora damicornis,113687029,0,live,LOC113687029,pdam_00019488,"stAR-related lipid transfer protein 7, mitochondrial-like","stAR-related lipid transfer protein 7, mitochondrial-like",,Un,,,,,,
46731,Pocillopora damicornis,113687028,0,live,LOC113687028,pdam_00019486,fibrocystin-L-like,fibrocystin-L-like,,Un,,,,,,
46731,Pocillopora damicornis,113687027,0,live,LOC113687027,pdam_00019487,hemagglutinin/amebocyte aggregation factor-like,hemagglutinin/amebocyte aggregation factor-like,,Un,,,,,,
46731,Pocillopora damicornis,113687026,0,live,Trnal-uaa,,transfer RNA leucine (anticodon UAA),,,Un,,,,,,
46731,Pocillopora damicornis,113687025,0,live,LOC113687025,,uncharacterized LOC113687025,uncharacterized protein LOC113687025,,Un,,,,,,
46731,Pocillopora damicornis,113687024,0,live,LOC113687024,,uncharacterized LOC113687024,uncharacterized protein LOC113687024,,Un,,,,,,
46731,Pocillopora damicornis,113687023,0,live,LOC113687023,pdam_00015242,protein RD3-like,protein RD3-like,,Un,,,,,,
46731,Pocillopora damicornis,113687022,0,live,LOC113687022,pdam_00015250,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase-like,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase-like,,Un,,,,,,
46731,Pocillopora damicornis,113687021,0,live,LOC113687021,,Fanconi anemia group D2 protein homolog,Fanconi anemia group D2 protein homolog,,Un,,,,,,
46731,Pocillopora damicornis,113687020,0,live,LOC113687020,,Fanconi anemia group D2 protein-like,Fanconi anemia group D2 protein-like,,Un,,,,,,
46731,Pocillopora damicornis,113687019,0,live,LOC113687019,pdam_00015240,uncharacterized protein C3orf84-like,uncharacterized protein C3orf84-like,,Un,,,,,,
46731,Pocillopora damicornis,113687018,0,live,LOC113687018,pdam_00001734,protein Jade-3-like,protein Jade-3-like,,Un,,,,,,
46731,Pocillopora damicornis,113687017,0,live,LOC113687017,pdam_00015269,cyclin-dependent kinase 17-like,cyclin-dependent kinase 17-like,,Un,,,,,,
46731,Pocillopora damicornis,113687016,0,live,LOC113687016,pdam_00015268,ceramide kinase-like,ceramide kinase-like,,Un,,,,,,
46731,Pocillopora damicornis,113687015,0,live,LOC113687015,pdam_00015241,uncharacterized LOC113687015,uncharacterized protein LOC113687015,,Un,,,,,,
46731,Pocillopora damicornis,113687014,0,live,LOC113687014,pdam_00015247,glutaredoxin-like,glutaredoxin-like,,Un,,,,,,
46731,Pocillopora damicornis,113687013,0,live,LOC113687013,pdam_00015248,coiled-coil domain-containing protein 9-like,coiled-coil domain-containing protein 9-like,,Un,,,,,,
46731,Pocillopora damicornis,113687012,0,live,LOC113687012,pdam_00015257,E3 ubiquitin-protein ligase ARIH2-like,E3 ubiquitin-protein ligase ARIH2-like,,Un,,,,,,
46731,Pocillopora damicornis,113687011,0,live,LOC113687011,pdam_00015256,protein artemis-like,protein artemis-like,,Un,,,,,,
46731,Pocillopora damicornis,113687010,0,live,LOC113687010,pdam_00015259,"FYVE, RhoGEF and PH domain-containing protein 2-like","FYVE, RhoGEF and PH domain-containing protein 2-like",,Un,,,,,,
46731,Pocillopora damicornis,113687009,0,live,LOC113687009,pdam_00001740,copper transport protein ATOX1-like,copper transport protein ATOX1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687008,0,live,LOC113687008,pdam_00015252,uncharacterized LOC113687008,uncharacterized protein LOC113687008,,Un,,,,,,
46731,Pocillopora damicornis,113687007,0,live,LOC113687007,,uncharacterized LOC113687007,uncharacterized protein LOC113687007,,Un,,,,,,
46731,Pocillopora damicornis,113687006,0,live,LOC113687006,pdam_00015263,ADP-ribosyl-[dinitrogen reductase] glycohydrolase-like,uncharacterized protein LOC113687006,,Un,,,,,,
46731,Pocillopora damicornis,113687005,0,live,LOC113687005,pdam_00015265,protein BTN1-like,protein BTN1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687004,0,live,LOC113687004,pdam_00015267,protein BTN1-like,protein BTN1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687003,0,live,LOC113687003,pdam_00015264,thyrotropin receptor-like,thyrotropin receptor-like,,Un,,,,,,
46731,Pocillopora damicornis,113687002,0,live,LOC113687002,pdam_00015253,G-protein coupled receptor 52-like,G-protein coupled receptor 52-like,,Un,,,,,,
46731,Pocillopora damicornis,113687001,0,live,LOC113687001,pdam_00015260,uncharacterized LOC113687001,uncharacterized protein LOC113687001,,Un,,,,,,
46731,Pocillopora damicornis,113687000,0,live,LOC113687000,pdam_00001742,protein transport protein SEC31-like,protein transport protein SEC31-like,,Un,,,,,,
46731,Pocillopora damicornis,113686999,0,live,LOC113686999,pdam_00015255,serine-rich adhesin for platelets-like,uncharacterized protein LOC113686999,,Un,,,,,,
46731,Pocillopora damicornis,113686998,0,live,LOC113686998,pdam_00015254,ectonucleoside triphosphate diphosphohydrolase 1-like,ectonucleoside triphosphate diphosphohydrolase 1-like,,Un,,,,,,
46731,Pocillopora damicornis,113686997,0,live,LOC113686997,pdam_00015251,cysteine-rich DPF motif domain-containing protein 1-like,cysteine-rich DPF motif domain-containing protein 1-like,,Un,,,,,,
46731,Pocillopora damicornis,113686996,0,live,LOC113686996,,Fanconi anemia group D2 protein homolog,Fanconi anemia group D2 protein homolog,,Un,,,,,,
46731,Pocillopora damicornis,113686995,0,live,LOC113686995,pdam_00015246,uncharacterized LOC113686995,uncharacterized protein LOC113686995,,Un,,,,,,
46731,Pocillopora damicornis,113686994,0,live,Trnap-ugg,,transfer RNA proline (anticodon UGG),,,Un,,,,,,
46731,Pocillopora damicornis,113686993,0,live,LOC113686993,pdam_00021542,progesterone-induced-blocking factor 1-like,progesterone-induced-blocking factor 1-like,,Un,,,,,,
46731,Pocillopora damicornis,113686992,0,live,LOC113686992,pdam_00021536,A-kinase anchor protein 17A-like,A-kinase anchor protein 17A-like,,Un,,,,,,
46731,Pocillopora damicornis,113686991,0,live,LOC113686991,pdam_00021545,uncharacterized LOC113686991,uncharacterized protein LOC113686991,,Un,,,,,,
46731,Pocillopora damicornis,113686990,0,live,LOC113686990,pdam_00021537,membrane-associated progesterone receptor component 2-like,membrane-associated progesterone receptor component 2-like,,Un,,,,,,
