"","GO.IDs","gene_id","term","ontology","over_represented_pvalue","log2FoldChange","padj","Treatment_Compare","Species","Site","GO.Term","GO.Slim.Term","Cat"
"560","GO:0000720","Acerv_evm.model.Segkk3209_pilon.11","pyrimidine dimer repair by nucleotide-excision repair","BP",0.023199075,1.258191844,0.005323492,"CvsT2","A.cervicornis","Florida","pyrimidine dimer repair by nucleotide-excision repair","stress response","P"
"883","GO:0001550","Acerv_evm.model.Segkk4124_pilon.10","ovarian cumulus expansion","BP",0.031712692,-3.779735827,0.007353092,"CvsT1","A.cervicornis","Florida","ovarian cumulus expansion","developmental processes","P"
"982","GO:0001675","Acerv_evm.model.Segkk657_pilon.10","acrosome assembly","BP",0.042846884,1.371824937,0.005676206,"T1vsT2","A.cervicornis","Florida","acrosome assembly","cell organization and biogenesis","P"
"1043","GO:0001744","Acerv_evm.model.Segkk20_pilon.1","optic lobe placode formation","BP",0.021408568,0.966221449,0.003195671,"CvsT1","A.cervicornis","Florida","optic lobe placode formation","developmental processes","P"
"1044","GO:0001744","Acerv_evm.model.Segkk20_pilon.1","optic lobe placode formation","BP",0.021408568,1.105598305,1.01e-05,"CvsT3","A.cervicornis","Florida","optic lobe placode formation","developmental processes","P"
"1045","GO:0001744","Acerv_evm.model.Segkk20_pilon.1","optic lobe placode formation","BP",0.021408568,1.048949103,0.000311645,"CvsT4","A.cervicornis","Florida","optic lobe placode formation","developmental processes","P"
"1046","GO:0001744","Acerv_evm.model.Segkk20_pilon.1","optic lobe placode formation","BP",0.021408568,1.120741572,5.43e-06,"CvsT2","A.cervicornis","Florida","optic lobe placode formation","developmental processes","P"
"1048","GO:0001746","Acerv_evm.model.Segkk20_pilon.1","Bolwig's organ morphogenesis","BP",0.021408568,1.120741572,5.43e-06,"CvsT2","A.cervicornis","Florida","Bolwig's organ morphogenesis","developmental processes","P"
"1049","GO:0001746","Acerv_evm.model.Segkk20_pilon.1","Bolwig's organ morphogenesis","BP",0.021408568,1.105598305,1.01e-05,"CvsT3","A.cervicornis","Florida","Bolwig's organ morphogenesis","developmental processes","P"
"1050","GO:0001746","Acerv_evm.model.Segkk20_pilon.1","Bolwig's organ morphogenesis","BP",0.021408568,0.966221449,0.003195671,"CvsT1","A.cervicornis","Florida","Bolwig's organ morphogenesis","developmental processes","P"
"1051","GO:0001746","Acerv_evm.model.Segkk20_pilon.1","Bolwig's organ morphogenesis","BP",0.021408568,1.048949103,0.000311645,"CvsT4","A.cervicornis","Florida","Bolwig's organ morphogenesis","developmental processes","P"
"1066","GO:0001763","Acerv_evm.model.Segkk1929_pilon.4","morphogenesis of a branching structure","BP",0.027822697,-0.786410041,0.018969586,"CvsT2","A.cervicornis","Florida","morphogenesis of a branching structure","other biological processes","P"
"1130","GO:0001818","Acerv_evm.model.Segkk2117_pilon.21","negative regulation of cytokine production","BP",0.045218401,-1.820670862,3.27e-05,"CvsT2","A.cervicornis","Florida","negative regulation of cytokine production","other biological processes","P"
"1131","GO:0001818","Acerv_evm.model.Segkk2117_pilon.21","negative regulation of cytokine production","BP",0.045218401,-1.633484954,0.001449213,"CvsT4","A.cervicornis","Florida","negative regulation of cytokine production","other biological processes","P"
"1132","GO:0001818","Acerv_evm.model.Segkk2117_pilon.21","negative regulation of cytokine production","BP",0.045218401,-1.661191533,0.00049661,"CvsT3","A.cervicornis","Florida","negative regulation of cytokine production","other biological processes","P"
"1133","GO:0001818","Acerv_evm.model.Segkk1022_pilon.1","negative regulation of cytokine production","BP",0.045218401,-2.491016805,0.001208032,"CvsT4","A.cervicornis","Florida","negative regulation of cytokine production","other biological processes","P"
"1134","GO:0001818","Acerv_evm.model.Segkk1022_pilon.1","negative regulation of cytokine production","BP",0.045218401,-2.29057356,0.001685307,"CvsT2","A.cervicornis","Florida","negative regulation of cytokine production","other biological processes","P"
"1135","GO:0001818","Acerv_evm.model.Segkk1022_pilon.1","negative regulation of cytokine production","BP",0.045218401,-1.925826755,0.045581587,"CvsT3","A.cervicornis","Florida","negative regulation of cytokine production","other biological processes","P"
"1136","GO:0001818","Acerv_evm.model.Segkk3095_pilon.35","negative regulation of cytokine production","BP",0.045218401,-1.437017836,0.049522199,"T1vsT2","A.cervicornis","Florida","negative regulation of cytokine production","other biological processes","P"
"1270","GO:0001934","Acerv_evm.model.Segkk2909_pilon.1","positive regulation of protein phosphorylation","BP",0.008243205,0.696595103,0.017750505,"CvsT2","A.cervicornis","Florida","positive regulation of protein amino acid phosphorylation","protein metabolism","P"
"1271","GO:0001934","Acerv_evm.model.Segkk1895_pilon.6","positive regulation of protein phosphorylation","BP",0.008243205,-1.181838233,0.011105016,"CvsT3","A.cervicornis","Florida","positive regulation of protein amino acid phosphorylation","protein metabolism","P"
"1272","GO:0001934","Acerv_evm.model.Segkk4124_pilon.10","positive regulation of protein phosphorylation","BP",0.008243205,-3.779735827,0.007353092,"CvsT1","A.cervicornis","Florida","positive regulation of protein amino acid phosphorylation","protein metabolism","P"
"1273","GO:0001934","Acerv_evm.model.Segkk1895_pilon.6","positive regulation of protein phosphorylation","BP",0.008243205,-1.306032646,0.010735538,"CvsT1","A.cervicornis","Florida","positive regulation of protein amino acid phosphorylation","protein metabolism","P"
"1274","GO:0001934","Acerv_evm.model.Segkk4318_pilon.2","positive regulation of protein phosphorylation","BP",0.008243205,-1.374689274,0.022123716,"CvsT2","A.cervicornis","Florida","positive regulation of protein amino acid phosphorylation","protein metabolism","P"
"1278","GO:0001938","Acerv_evm.model.Segkk3209_pilon.11","positive regulation of endothelial cell proliferation","BP",0.020910948,1.258191844,0.005323492,"CvsT2","A.cervicornis","Florida","positive regulation of endothelial cell proliferation","cell cycle and proliferation","P"
"1279","GO:0001938","Acerv_evm.model.Segkk2585_pilon.5","positive regulation of endothelial cell proliferation","BP",0.020910948,-1.227653055,0.037119122,"CvsT2","A.cervicornis","Florida","positive regulation of endothelial cell proliferation","cell cycle and proliferation","P"
"1293","GO:0001953","Acerv_evm.model.Segkk2763_pilon.1","negative regulation of cell-matrix adhesion","BP",0.028053253,-1.575710714,0.024513937,"CvsT1","A.cervicornis","Florida","negative regulation of cell-matrix adhesion","cell adhesion","P"
"1418","GO:0002063","Acerv_evm.model.Segkk4124_pilon.10","chondrocyte development","BP",0.017488452,-3.779735827,0.007353092,"CvsT1","A.cervicornis","Florida","chondrocyte development","developmental processes","P"
"1419","GO:0002063","Acerv_evm.model.Segkk2370_pilon.2","chondrocyte development","BP",0.017488452,-1.864251553,0.000675437,"CvsT3","A.cervicornis","Florida","chondrocyte development","developmental processes","P"
"1420","GO:0002063","Acerv_evm.model.Segkk2370_pilon.2","chondrocyte development","BP",0.017488452,-1.85170704,0.004907944,"CvsT1","A.cervicornis","Florida","chondrocyte development","developmental processes","P"
"1421","GO:0002063","Acerv_evm.model.Segkk2370_pilon.2","chondrocyte development","BP",0.017488452,-1.870808456,0.001307684,"CvsT4","A.cervicornis","Florida","chondrocyte development","developmental processes","P"
"1422","GO:0002063","Acerv_evm.model.Segkk2370_pilon.2","chondrocyte development","BP",0.017488452,-1.71577842,0.00227844,"CvsT2","A.cervicornis","Florida","chondrocyte development","developmental processes","P"
"1516","GO:0002165","Acerv_evm.model.Segkk1821_pilon.34","instar larval or pupal development","BP",0.032890629,-1.68612304,0.011629261,"CvsT1","A.cervicornis","Florida","instar larval or pupal development","developmental processes","P"
"1548","GO:0002227","Acerv_evm.model.Segkk3450_pilon.3","innate immune response in mucosa","BP",0.02140892,-0.938500769,0.032596441,"CvsT4","A.cervicornis","Florida","innate immune response in mucosa","stress response","P"
"1549","GO:0002227","Acerv_evm.model.Segkk3450_pilon.3","innate immune response in mucosa","BP",0.02140892,-0.872868173,0.014871409,"CvsT2","A.cervicornis","Florida","innate immune response in mucosa","stress response","P"
"1575","GO:0002253","Acerv_evm.model.Segkk3450_pilon.3","activation of immune response","BP",0.047518818,-0.938500769,0.032596441,"CvsT4","A.cervicornis","Florida","activation of immune response","other biological processes","P"
"1576","GO:0002253","Acerv_evm.model.Segkk3450_pilon.3","activation of immune response","BP",0.047518818,-0.872868173,0.014871409,"CvsT2","A.cervicornis","Florida","activation of immune response","other biological processes","P"
"1603","GO:0002280","Acerv_evm.model.Segkk2585_pilon.5","monocyte activation involved in immune response","BP",0.045156981,-1.227653055,0.037119122,"CvsT2","A.cervicornis","Florida","monocyte activation during immune response","other biological processes","P"
"1928","GO:0002574","Acerv_evm.model.Segkk1793_pilon.1","thrombocyte differentiation","BP",0.026292165,-3.646884739,4.38e-09,"CvsT1","A.cervicornis","Florida","thrombocyte differentiation","developmental processes","P"
"1929","GO:0002574","Acerv_evm.model.Segkk1793_pilon.1","thrombocyte differentiation","BP",0.026292165,-3.342112868,6.7e-09,"CvsT2","A.cervicornis","Florida","thrombocyte differentiation","developmental processes","P"
"1930","GO:0002574","Acerv_evm.model.Segkk1793_pilon.1","thrombocyte differentiation","BP",0.026292165,-3.449929833,2.18e-09,"CvsT3","A.cervicornis","Florida","thrombocyte differentiation","developmental processes","P"
"1931","GO:0002574","Acerv_evm.model.Segkk1793_pilon.1","thrombocyte differentiation","BP",0.026292165,-2.986722204,4.54e-06,"CvsT4","A.cervicornis","Florida","thrombocyte differentiation","developmental processes","P"
"1963","GO:0002606","Acerv_evm.model.Segkk3450_pilon.3","positive regulation of dendritic cell antigen processing and presentation","BP",0.02140892,-0.938500769,0.032596441,"CvsT4","A.cervicornis","Florida","positive regulation of dendritic cell antigen processing and presentation","other biological processes","P"
"1964","GO:0002606","Acerv_evm.model.Segkk3450_pilon.3","positive regulation of dendritic cell antigen processing and presentation","BP",0.02140892,-0.872868173,0.014871409,"CvsT2","A.cervicornis","Florida","positive regulation of dendritic cell antigen processing and presentation","other biological processes","P"
"2092","GO:0002732","Acerv_evm.model.Segkk3450_pilon.3","positive regulation of dendritic cell cytokine production","BP",0.02140892,-0.872868173,0.014871409,"CvsT2","A.cervicornis","Florida","positive regulation of dendritic cell cytokine production","other biological processes","P"
"2093","GO:0002732","Acerv_evm.model.Segkk3450_pilon.3","positive regulation of dendritic cell cytokine production","BP",0.02140892,-0.938500769,0.032596441,"CvsT4","A.cervicornis","Florida","positive regulation of dendritic cell cytokine production","other biological processes","P"
"2208","GO:0002821","Acerv_evm.model.Segkk3209_pilon.11","positive regulation of adaptive immune response","BP",0.023199075,1.258191844,0.005323492,"CvsT2","A.cervicornis","Florida","positive regulation of adaptive immune response","other biological processes","P"
"2217","GO:0002830","Acerv_evm.model.Segkk3450_pilon.3","positive regulation of type 2 immune response","BP",0.02140892,-0.938500769,0.032596441,"CvsT4","A.cervicornis","Florida","positive regulation of T-helper 2 type immune response","other biological processes","P"
"2218","GO:0002830","Acerv_evm.model.Segkk3450_pilon.3","positive regulation of type 2 immune response","BP",0.02140892,-0.872868173,0.014871409,"CvsT2","A.cervicornis","Florida","positive regulation of T-helper 2 type immune response","other biological processes","P"
"2325","GO:0002925","Acerv_evm.model.Segkk3450_pilon.3","positive regulation of humoral immune response mediated by circulating immunoglobulin","BP",0.02140892,-0.872868173,0.014871409,"CvsT2","A.cervicornis","Florida","positive regulation of humoral immune response mediated by circulating immunoglobulin","other biological processes","P"
"2326","GO:0002925","Acerv_evm.model.Segkk3450_pilon.3","positive regulation of humoral immune response mediated by circulating immunoglobulin","BP",0.02140892,-0.938500769,0.032596441,"CvsT4","A.cervicornis","Florida","positive regulation of humoral immune response mediated by circulating immunoglobulin","other biological processes","P"
"2455","GO:0003337","Acerv_evm.model.Segkk20_pilon.1","mesenchymal to epithelial transition involved in metanephros morphogenesis","BP",0.021408568,0.966221449,0.003195671,"CvsT1","A.cervicornis","Florida",NA,NA,NA
"2456","GO:0003337","Acerv_evm.model.Segkk20_pilon.1","mesenchymal to epithelial transition involved in metanephros morphogenesis","BP",0.021408568,1.120741572,5.43e-06,"CvsT2","A.cervicornis","Florida",NA,NA,NA
"2457","GO:0003337","Acerv_evm.model.Segkk20_pilon.1","mesenchymal to epithelial transition involved in metanephros morphogenesis","BP",0.021408568,1.048949103,0.000311645,"CvsT4","A.cervicornis","Florida",NA,NA,NA
"2458","GO:0003337","Acerv_evm.model.Segkk20_pilon.1","mesenchymal to epithelial transition involved in metanephros morphogenesis","BP",0.021408568,1.105598305,1.01e-05,"CvsT3","A.cervicornis","Florida",NA,NA,NA
"4501","GO:0006269","Acerv_evm.model.Segkk2935_pilon.2","DNA replication, synthesis of RNA primer","BP",0.044497493,-2.324160081,0.017863022,"CvsT4","A.cervicornis","Florida","DNA replication, synthesis of RNA primer","RNA metabolism","P"
"4502","GO:0006269","Acerv_evm.model.Segkk2935_pilon.2","DNA replication, synthesis of RNA primer","BP",0.044497493,-2.324160081,0.017863022,"CvsT4","A.cervicornis","Florida","DNA replication, synthesis of RNA primer","DNA metabolism","P"
"4503","GO:0006269","Acerv_evm.model.Segkk2935_pilon.2","DNA replication, synthesis of RNA primer","BP",0.044497493,-2.677797844,0.000338881,"CvsT2","A.cervicornis","Florida","DNA replication, synthesis of RNA primer","RNA metabolism","P"
"4504","GO:0006269","Acerv_evm.model.Segkk2935_pilon.2","DNA replication, synthesis of RNA primer","BP",0.044497493,-2.677797844,0.000338881,"CvsT2","A.cervicornis","Florida","DNA replication, synthesis of RNA primer","DNA metabolism","P"
"4505","GO:0006269","Acerv_evm.model.Segkk2935_pilon.2","DNA replication, synthesis of RNA primer","BP",0.044497493,-2.274624131,0.011105016,"CvsT3","A.cervicornis","Florida","DNA replication, synthesis of RNA primer","RNA metabolism","P"
"4506","GO:0006269","Acerv_evm.model.Segkk2935_pilon.2","DNA replication, synthesis of RNA primer","BP",0.044497493,-2.274624131,0.011105016,"CvsT3","A.cervicornis","Florida","DNA replication, synthesis of RNA primer","DNA metabolism","P"
"4592","GO:0006346","Acerv_evm.model.Segkk3209_pilon.11","DNA methylation-dependent heterochromatin assembly","BP",0.044113717,1.258191844,0.005323492,"CvsT2","A.cervicornis","Florida","methylation-dependent chromatin silencing","RNA metabolism","P"
"4593","GO:0006346","Acerv_evm.model.Segkk3209_pilon.11","DNA methylation-dependent heterochromatin assembly","BP",0.044113717,1.258191844,0.005323492,"CvsT2","A.cervicornis","Florida","methylation-dependent chromatin silencing","cell organization and biogenesis","P"
"4616","GO:0006367","Acerv_evm.model.Segkk3047_pilon.5","transcription initiation from RNA polymerase II promoter","BP",0.011477729,-2.85672963,6.79e-08,"CvsT4","A.cervicornis","Florida","transcription initiation from RNA polymerase II promoter","cell organization and biogenesis","P"
"4617","GO:0006367","Acerv_evm.model.Segkk3047_pilon.5","transcription initiation from RNA polymerase II promoter","BP",0.011477729,-2.85672963,6.79e-08,"CvsT4","A.cervicornis","Florida","transcription initiation from RNA polymerase II promoter","RNA metabolism","P"
"4618","GO:0006367","Acerv_evm.model.Segkk2701_pilon.2","transcription initiation from RNA polymerase II promoter","BP",0.011477729,-1.344041019,0.007410038,"CvsT2","A.cervicornis","Florida","transcription initiation from RNA polymerase II promoter","cell organization and biogenesis","P"
"4619","GO:0006367","Acerv_evm.model.Segkk2701_pilon.2","transcription initiation from RNA polymerase II promoter","BP",0.011477729,-1.344041019,0.007410038,"CvsT2","A.cervicornis","Florida","transcription initiation from RNA polymerase II promoter","RNA metabolism","P"
"4620","GO:0006367","Acerv_evm.model.Segkk3047_pilon.5","transcription initiation from RNA polymerase II promoter","BP",0.011477729,-2.727694155,2.07e-06,"CvsT1","A.cervicornis","Florida","transcription initiation from RNA polymerase II promoter","cell organization and biogenesis","P"
"4621","GO:0006367","Acerv_evm.model.Segkk3047_pilon.5","transcription initiation from RNA polymerase II promoter","BP",0.011477729,-2.727694155,2.07e-06,"CvsT1","A.cervicornis","Florida","transcription initiation from RNA polymerase II promoter","RNA metabolism","P"
"4622","GO:0006367","Acerv_evm.model.Segkk3047_pilon.5","transcription initiation from RNA polymerase II promoter","BP",0.011477729,-2.818322328,1.71e-08,"CvsT3","A.cervicornis","Florida","transcription initiation from RNA polymerase II promoter","cell organization and biogenesis","P"
"4623","GO:0006367","Acerv_evm.model.Segkk3047_pilon.5","transcription initiation from RNA polymerase II promoter","BP",0.011477729,-2.818322328,1.71e-08,"CvsT3","A.cervicornis","Florida","transcription initiation from RNA polymerase II promoter","RNA metabolism","P"
"4624","GO:0006367","Acerv_evm.model.Segkk3047_pilon.5","transcription initiation from RNA polymerase II promoter","BP",0.011477729,-3.30114616,1.16e-12,"CvsT2","A.cervicornis","Florida","transcription initiation from RNA polymerase II promoter","cell organization and biogenesis","P"
"4625","GO:0006367","Acerv_evm.model.Segkk3047_pilon.5","transcription initiation from RNA polymerase II promoter","BP",0.011477729,-3.30114616,1.16e-12,"CvsT2","A.cervicornis","Florida","transcription initiation from RNA polymerase II promoter","RNA metabolism","P"
"4653","GO:0006398","Acerv_evm.model.Segkk3377_pilon.3","mRNA 3'-end processing by stem-loop binding and cleavage","BP",0.03432239,2.015625137,0.009356018,"CvsT2","A.cervicornis","Florida","histone mRNA 3'-end processing","RNA metabolism","P"
"4654","GO:0006398","Acerv_evm.model.Segkk3377_pilon.3","mRNA 3'-end processing by stem-loop binding and cleavage","BP",0.03432239,2.273605709,0.012119733,"CvsT4","A.cervicornis","Florida","histone mRNA 3'-end processing","RNA metabolism","P"
"4857","GO:0006606","Acerv_evm.model.Segkk2935_pilon.2","protein import into nucleus","BP",0.010483073,-2.274624131,0.011105016,"CvsT3","A.cervicornis","Florida","protein import into nucleus","transport","P"
"4858","GO:0006606","Acerv_evm.model.Segkk3158_pilon.3","protein import into nucleus","BP",0.010483073,-1.782543561,0.013304888,"CvsT4","A.cervicornis","Florida","protein import into nucleus","transport","P"
"4859","GO:0006606","Acerv_evm.model.Segkk20_pilon.1","protein import into nucleus","BP",0.010483073,1.105598305,1.01e-05,"CvsT3","A.cervicornis","Florida","protein import into nucleus","transport","P"
"4860","GO:0006606","Acerv_evm.model.Segkk2935_pilon.2","protein import into nucleus","BP",0.010483073,-2.677797844,0.000338881,"CvsT2","A.cervicornis","Florida","protein import into nucleus","transport","P"
"4861","GO:0006606","Acerv_evm.model.Segkk2935_pilon.2","protein import into nucleus","BP",0.010483073,-2.324160081,0.017863022,"CvsT4","A.cervicornis","Florida","protein import into nucleus","transport","P"
"4862","GO:0006606","Acerv_evm.model.Segkk20_pilon.1","protein import into nucleus","BP",0.010483073,1.048949103,0.000311645,"CvsT4","A.cervicornis","Florida","protein import into nucleus","transport","P"
"4863","GO:0006606","Acerv_evm.model.Segkk20_pilon.1","protein import into nucleus","BP",0.010483073,0.966221449,0.003195671,"CvsT1","A.cervicornis","Florida","protein import into nucleus","transport","P"
"4864","GO:0006606","Acerv_evm.model.Segkk20_pilon.1","protein import into nucleus","BP",0.010483073,1.120741572,5.43e-06,"CvsT2","A.cervicornis","Florida","protein import into nucleus","transport","P"
"4865","GO:0006606","Acerv_evm.model.Segkk3158_pilon.3","protein import into nucleus","BP",0.010483073,-1.782289602,0.005433561,"CvsT2","A.cervicornis","Florida","protein import into nucleus","transport","P"
"4866","GO:0006606","Acerv_evm.model.Segkk3158_pilon.3","protein import into nucleus","BP",0.010483073,-1.843570483,0.0200113,"CvsT1","A.cervicornis","Florida","protein import into nucleus","transport","P"
"4900","GO:0006638","Acerv_evm.model.Segkk3091_pilon.8","neutral lipid metabolic process","BP",0.023669888,-1.831256115,0.043619104,"T1vsT2","A.cervicornis","Florida","neutral lipid metabolic process","other metabolic processes","P"
"4904","GO:0006642","Acerv_evm.model.Segkk3209_pilon.11","triglyceride mobilization","BP",0.023199075,1.258191844,0.005323492,"CvsT2","A.cervicornis","Florida","triglyceride mobilization","other metabolic processes","P"
"4925","GO:0006664","Acerv_evm.model.Segkk2116_pilon.21","glycolipid metabolic process","BP",0.045450337,0.730761808,0.02702159,"CvsT2","A.cervicornis","Florida","glycolipid metabolic process","other metabolic processes","P"
"5025","GO:0006777","Acerv_evm.model.Segkk68_pilon.68","Mo-molybdopterin cofactor biosynthetic process","BP",0.023879772,-1.780302179,0.005295639,"CvsT2","A.cervicornis","Florida","Mo-molybdopterin cofactor biosynthetic process","protein metabolism","P"
"5114","GO:0006887","Acerv_evm.model.Segkk3525_pilon.1","exocytosis","BP",0.037719625,-2.55061998,1.03e-05,"CvsT3","A.cervicornis","Florida","exocytosis","transport","P"
"5115","GO:0006887","Acerv_evm.model.Segkk384_pilon.7","exocytosis","BP",0.037719625,-1.517728143,0.01369827,"CvsT2","A.cervicornis","Florida","exocytosis","transport","P"
"5116","GO:0006887","Acerv_evm.model.Segkk3525_pilon.1","exocytosis","BP",0.037719625,-2.726034346,1.66e-05,"CvsT1","A.cervicornis","Florida","exocytosis","transport","P"
"5117","GO:0006887","Acerv_evm.model.Segkk3525_pilon.1","exocytosis","BP",0.037719625,-2.565548995,4.75e-05,"CvsT4","A.cervicornis","Florida","exocytosis","transport","P"
"5118","GO:0006887","Acerv_evm.model.Segkk3525_pilon.1","exocytosis","BP",0.037719625,-2.525395035,1.26e-05,"CvsT2","A.cervicornis","Florida","exocytosis","transport","P"
"5119","GO:0006887","Acerv_evm.model.Segkk384_pilon.7","exocytosis","BP",0.037719625,-1.793280034,0.007015269,"CvsT4","A.cervicornis","Florida","exocytosis","transport","P"
"5151","GO:0006915","Acerv_evm.model.Segkk3209_pilon.7","apoptotic process","BP",0.032676852,-1.557406948,0.010862838,"CvsT4","A.cervicornis","Florida","apoptosis","death","P"
"5152","GO:0006915","Acerv_evm.model.Segkk1945_pilon.2","apoptotic process","BP",0.032676852,-2.953644154,0.001690962,"CvsT1","A.cervicornis","Florida","apoptosis","death","P"
"5153","GO:0006915","Acerv_evm.model.Segkk3209_pilon.7","apoptotic process","BP",0.032676852,-1.751596105,0.00039927,"CvsT2","A.cervicornis","Florida","apoptosis","death","P"
"5154","GO:0006915","Acerv_evm.model.Segkk1945_pilon.2","apoptotic process","BP",0.032676852,-2.971983022,0.000211784,"CvsT3","A.cervicornis","Florida","apoptosis","death","P"
"5155","GO:0006915","Acerv_evm.model.Segkk1945_pilon.2","apoptotic process","BP",0.032676852,-2.495587387,0.00470295,"CvsT2","A.cervicornis","Florida","apoptosis","death","P"
"5156","GO:0006915","Acerv_evm.model.Segkk3209_pilon.7","apoptotic process","BP",0.032676852,-1.907713729,6.92e-05,"CvsT3","A.cervicornis","Florida","apoptosis","death","P"
"5157","GO:0006915","Acerv_evm.model.Segkk3450_pilon.3","apoptotic process","BP",0.032676852,-0.872868173,0.014871409,"CvsT2","A.cervicornis","Florida","apoptosis","death","P"
"5158","GO:0006915","Acerv_evm.model.Segkk3450_pilon.3","apoptotic process","BP",0.032676852,-0.938500769,0.032596441,"CvsT4","A.cervicornis","Florida","apoptosis","death","P"
"5192","GO:0006952","Acerv_evm.model.Segkk3450_pilon.3","defense response","BP",0.034325645,-0.938500769,0.032596441,"CvsT4","A.cervicornis","Florida","defense response","stress response","P"
"5193","GO:0006952","Acerv_evm.model.Segkk3450_pilon.3","defense response","BP",0.034325645,-0.872868173,0.014871409,"CvsT2","A.cervicornis","Florida","defense response","stress response","P"
"5194","GO:0006952","Acerv_evm.model.Segkk3095_pilon.35","defense response","BP",0.034325645,-1.437017836,0.049522199,"T1vsT2","A.cervicornis","Florida","defense response","stress response","P"
"5196","GO:0006954","Acerv_evm.model.Segkk4124_pilon.10","inflammatory response","BP",0.045397275,-3.779735827,0.007353092,"CvsT1","A.cervicornis","Florida","inflammatory response","stress response","P"
"5197","GO:0006954","Acerv_evm.model.Segkk3450_pilon.3","inflammatory response","BP",0.045397275,-0.872868173,0.014871409,"CvsT2","A.cervicornis","Florida","inflammatory response","stress response","P"
"5198","GO:0006954","Acerv_evm.model.Segkk3450_pilon.3","inflammatory response","BP",0.045397275,-0.938500769,0.032596441,"CvsT4","A.cervicornis","Florida","inflammatory response","stress response","P"
"5199","GO:0006954","Acerv_evm.model.Segkk4124_pilon.3","inflammatory response","BP",0.045397275,1.96437116,0.017452579,"T1vsT2","A.cervicornis","Florida","inflammatory response","stress response","P"
