,gene_id,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,X19_T33_Ac_WK,X25_ctl1_Ac_GF_1,X27_ctl2_Ac_YG_1,X31_T22_Ac_UV,X35_T43_Ac_MT,X37_T13_Ac_ML,X38_T23_Ac_IN,X41_ctl3_Ac_RN_1,X47_T31_Ac_JB,X52_T11_Ac_II,X53_T21_Ac_NH,X54_T42_Ac_JQ,X57_T32_Ac_NM,length,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Treatment_Compare
705,Acerv_evm.model.Segkk3422_pilon.23,GO:0040013,0.022310891,1,1,1,negative regulation of locomotion,BP,799,15,8,471,680,524,537,22,402,449,304,1079,353,1131,501.4147614,-6.312290118,0.317141514,-19.9037018,3.78E-88,3.42E-84,CvsT2
635,Acerv_evm.model.Segkk3394_pilon.16,GO:0035812,0.021414665,1,1,1,renal sodium excretion,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
639,Acerv_evm.model.Segkk3394_pilon.16,GO:0043972,0.021414665,1,1,1,histone H3-K23 acetylation,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
643,Acerv_evm.model.Segkk3394_pilon.16,GO:0044154,0.043877015,0.999510137,1,2,histone H3-K14 acetylation,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
647,Acerv_evm.model.Segkk3394_pilon.16,GO:2001161,0.021414665,1,1,1,negative regulation of histone H3-K79 methylation,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
651,Acerv_evm.model.Segkk3394_pilon.16,GO:0035811,0.021414665,1,1,1,negative regulation of urine volume,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
655,Acerv_evm.model.Segkk3394_pilon.16,GO:0036359,0.021414665,1,1,1,renal potassium excretion,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
659,Acerv_evm.model.Segkk3394_pilon.16,GO:0035064,0.04916871,0.994967071,2,15,methylated histone binding,MF,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
663,Acerv_evm.model.Segkk3394_pilon.16,GO:0010698,0.021414665,1,1,1,acetyltransferase activator activity,MF,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
667,Acerv_evm.model.Segkk3394_pilon.16,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
671,Acerv_evm.model.Segkk3394_pilon.16,GO:0070776,0.043877015,0.999510137,1,2,MOZ/MORF histone acetyltransferase complex,CC,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
675,Acerv_evm.model.Segkk3394_pilon.16,GO:0000793,0.014598654,0.999301284,2,8,condensed chromosome,CC,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
636,Acerv_evm.model.Segkk3394_pilon.16,GO:0035812,0.021414665,1,1,1,renal sodium excretion,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
640,Acerv_evm.model.Segkk3394_pilon.16,GO:0043972,0.021414665,1,1,1,histone H3-K23 acetylation,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
644,Acerv_evm.model.Segkk3394_pilon.16,GO:0044154,0.043877015,0.999510137,1,2,histone H3-K14 acetylation,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
648,Acerv_evm.model.Segkk3394_pilon.16,GO:2001161,0.021414665,1,1,1,negative regulation of histone H3-K79 methylation,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
652,Acerv_evm.model.Segkk3394_pilon.16,GO:0035811,0.021414665,1,1,1,negative regulation of urine volume,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
656,Acerv_evm.model.Segkk3394_pilon.16,GO:0036359,0.021414665,1,1,1,renal potassium excretion,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
660,Acerv_evm.model.Segkk3394_pilon.16,GO:0035064,0.04916871,0.994967071,2,15,methylated histone binding,MF,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
664,Acerv_evm.model.Segkk3394_pilon.16,GO:0010698,0.021414665,1,1,1,acetyltransferase activator activity,MF,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
668,Acerv_evm.model.Segkk3394_pilon.16,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
672,Acerv_evm.model.Segkk3394_pilon.16,GO:0070776,0.043877015,0.999510137,1,2,MOZ/MORF histone acetyltransferase complex,CC,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
676,Acerv_evm.model.Segkk3394_pilon.16,GO:0000793,0.014598654,0.999301284,2,8,condensed chromosome,CC,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
637,Acerv_evm.model.Segkk3394_pilon.16,GO:0035812,0.021414665,1,1,1,renal sodium excretion,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
641,Acerv_evm.model.Segkk3394_pilon.16,GO:0043972,0.021414665,1,1,1,histone H3-K23 acetylation,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
645,Acerv_evm.model.Segkk3394_pilon.16,GO:0044154,0.043877015,0.999510137,1,2,histone H3-K14 acetylation,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
649,Acerv_evm.model.Segkk3394_pilon.16,GO:2001161,0.021414665,1,1,1,negative regulation of histone H3-K79 methylation,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
653,Acerv_evm.model.Segkk3394_pilon.16,GO:0035811,0.021414665,1,1,1,negative regulation of urine volume,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
657,Acerv_evm.model.Segkk3394_pilon.16,GO:0036359,0.021414665,1,1,1,renal potassium excretion,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
661,Acerv_evm.model.Segkk3394_pilon.16,GO:0035064,0.04916871,0.994967071,2,15,methylated histone binding,MF,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
665,Acerv_evm.model.Segkk3394_pilon.16,GO:0010698,0.021414665,1,1,1,acetyltransferase activator activity,MF,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
669,Acerv_evm.model.Segkk3394_pilon.16,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
673,Acerv_evm.model.Segkk3394_pilon.16,GO:0070776,0.043877015,0.999510137,1,2,MOZ/MORF histone acetyltransferase complex,CC,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
677,Acerv_evm.model.Segkk3394_pilon.16,GO:0000793,0.014598654,0.999301284,2,8,condensed chromosome,CC,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
638,Acerv_evm.model.Segkk3394_pilon.16,GO:0035812,0.021414665,1,1,1,renal sodium excretion,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
642,Acerv_evm.model.Segkk3394_pilon.16,GO:0043972,0.021414665,1,1,1,histone H3-K23 acetylation,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
646,Acerv_evm.model.Segkk3394_pilon.16,GO:0044154,0.043877015,0.999510137,1,2,histone H3-K14 acetylation,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
650,Acerv_evm.model.Segkk3394_pilon.16,GO:2001161,0.021414665,1,1,1,negative regulation of histone H3-K79 methylation,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
654,Acerv_evm.model.Segkk3394_pilon.16,GO:0035811,0.021414665,1,1,1,negative regulation of urine volume,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
658,Acerv_evm.model.Segkk3394_pilon.16,GO:0036359,0.021414665,1,1,1,renal potassium excretion,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
662,Acerv_evm.model.Segkk3394_pilon.16,GO:0035064,0.04916871,0.994967071,2,15,methylated histone binding,MF,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
666,Acerv_evm.model.Segkk3394_pilon.16,GO:0010698,0.021414665,1,1,1,acetyltransferase activator activity,MF,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
670,Acerv_evm.model.Segkk3394_pilon.16,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
674,Acerv_evm.model.Segkk3394_pilon.16,GO:0070776,0.043877015,0.999510137,1,2,MOZ/MORF histone acetyltransferase complex,CC,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
678,Acerv_evm.model.Segkk3394_pilon.16,GO:0000793,0.014598654,0.999301284,2,8,condensed chromosome,CC,311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
50,Acerv_evm.model.Segkk1630_pilon.6,GO:0035098,0.007984054,0.99974569,2,6,ESC/E(Z) complex,CC,112,10,15,99,178,97,80,8,56,134,48,179,62,2700,94.06908516,-4.895151783,0.38346738,-12.76549726,2.56E-37,7.70E-34,CvsT1
51,Acerv_evm.model.Segkk1630_pilon.6,GO:0035098,0.007984054,0.99974569,2,6,ESC/E(Z) complex,CC,112,10,15,99,178,97,80,8,56,134,48,179,62,2700,94.06908516,-4.588610748,0.379354441,-12.09584035,1.11E-33,3.35E-30,CvsT4
52,Acerv_evm.model.Segkk1630_pilon.6,GO:0035098,0.007984054,0.99974569,2,6,ESC/E(Z) complex,CC,112,10,15,99,178,97,80,8,56,134,48,179,62,2700,94.06908516,-4.30478372,0.364606758,-11.80664819,3.61E-32,1.09E-28,CvsT3
53,Acerv_evm.model.Segkk1630_pilon.6,GO:0035098,0.007984054,0.99974569,2,6,ESC/E(Z) complex,CC,112,10,15,99,178,97,80,8,56,134,48,179,62,2700,94.06908516,-4.237812934,0.364173676,-11.63679095,2.68E-31,8.07E-28,CvsT2
893,Acerv_evm.model.Segkk4124_pilon.10,GO:1902731,0.031712692,1,1,1,negative regulation of chondrocyte proliferation,BP,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
894,Acerv_evm.model.Segkk4124_pilon.10,GO:0010629,0.036726776,0.991764584,4,54,negative regulation of gene expression,BP,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
895,Acerv_evm.model.Segkk4124_pilon.10,GO:1990712,0.031712692,1,1,1,HFE-transferrin receptor complex,CC,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
896,Acerv_evm.model.Segkk4124_pilon.10,GO:0002063,0.017488452,0.999053449,2,9,chondrocyte development,BP,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
897,Acerv_evm.model.Segkk4124_pilon.10,GO:1902043,0.002156658,0.99998033,2,3,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,BP,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
898,Acerv_evm.model.Segkk4124_pilon.10,GO:0030308,0.023418679,0.996840132,3,27,negative regulation of cell growth,BP,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
899,Acerv_evm.model.Segkk4124_pilon.10,GO:0098821,0.031712692,1,1,1,BMP receptor activity,MF,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
900,Acerv_evm.model.Segkk4124_pilon.10,GO:0006954,0.045397275,0.991960755,3,34,inflammatory response,BP,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
901,Acerv_evm.model.Segkk4124_pilon.10,GO:0001934,0.008243205,0.998849512,4,34,positive regulation of protein phosphorylation,BP,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
902,Acerv_evm.model.Segkk4124_pilon.10,GO:0005025,0.031712692,1,1,1,"transforming growth factor beta receptor activity, type I",MF,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
903,Acerv_evm.model.Segkk4124_pilon.10,GO:0001550,0.031712692,1,1,1,ovarian cumulus expansion,BP,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
904,Acerv_evm.model.Segkk4124_pilon.10,GO:0016361,0.031712692,1,1,1,"activin receptor activity, type I",MF,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
905,Acerv_evm.model.Segkk4124_pilon.10,GO:0034711,0.031712692,1,1,1,inhibin binding,MF,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
906,Acerv_evm.model.Segkk4124_pilon.10,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
907,Acerv_evm.model.Segkk4124_pilon.10,GO:0048179,0.031712692,1,1,1,activin receptor complex,CC,84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
57,Acerv_evm.model.Segkk1793_pilon.1,GO:0002574,0.026292165,1,1,1,thrombocyte differentiation,BP,36,6,9,24,38,25,41,6,33,37,14,37,13,682,28.21487573,-3.646884739,0.52231117,-6.982207066,2.91E-12,4.38E-09,CvsT1
61,Acerv_evm.model.Segkk1793_pilon.1,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,36,6,9,24,38,25,41,6,33,37,14,37,13,682,28.21487573,-3.646884739,0.52231117,-6.982207066,2.91E-12,4.38E-09,CvsT1
65,Acerv_evm.model.Segkk1793_pilon.1,GO:0000793,0.014598654,0.999301284,2,8,condensed chromosome,CC,36,6,9,24,38,25,41,6,33,37,14,37,13,682,28.21487573,-3.646884739,0.52231117,-6.982207066,2.91E-12,4.38E-09,CvsT1
56,Acerv_evm.model.Segkk1793_pilon.1,GO:0002574,0.026292165,1,1,1,thrombocyte differentiation,BP,36,6,9,24,38,25,41,6,33,37,14,37,13,682,28.21487573,-3.449929833,0.488798294,-7.057982559,1.69E-12,2.18E-09,CvsT3
60,Acerv_evm.model.Segkk1793_pilon.1,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,36,6,9,24,38,25,41,6,33,37,14,37,13,682,28.21487573,-3.449929833,0.488798294,-7.057982559,1.69E-12,2.18E-09,CvsT3
64,Acerv_evm.model.Segkk1793_pilon.1,GO:0000793,0.014598654,0.999301284,2,8,condensed chromosome,CC,36,6,9,24,38,25,41,6,33,37,14,37,13,682,28.21487573,-3.449929833,0.488798294,-7.057982559,1.69E-12,2.18E-09,CvsT3
59,Acerv_evm.model.Segkk1793_pilon.1,GO:0002574,0.026292165,1,1,1,thrombocyte differentiation,BP,36,6,9,24,38,25,41,6,33,37,14,37,13,682,28.21487573,-3.342112868,0.488904249,-6.835925179,8.15E-12,6.70E-09,CvsT2
63,Acerv_evm.model.Segkk1793_pilon.1,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,36,6,9,24,38,25,41,6,33,37,14,37,13,682,28.21487573,-3.342112868,0.488904249,-6.835925179,8.15E-12,6.70E-09,CvsT2
67,Acerv_evm.model.Segkk1793_pilon.1,GO:0000793,0.014598654,0.999301284,2,8,condensed chromosome,CC,36,6,9,24,38,25,41,6,33,37,14,37,13,682,28.21487573,-3.342112868,0.488904249,-6.835925179,8.15E-12,6.70E-09,CvsT2
485,Acerv_evm.model.Segkk3047_pilon.5,GO:0005669,0.006189877,0.999841067,2,5,transcription factor TFIID complex,CC,33,11,16,51,67,33,38,8,27,22,34,47,24,756,36.10035243,-3.30114616,0.40961837,-8.059077427,7.69E-16,1.16E-12,CvsT2
489,Acerv_evm.model.Segkk3047_pilon.5,GO:0006367,0.011477729,0.999533681,2,7,transcription initiation from RNA polymerase II promoter,BP,33,11,16,51,67,33,38,8,27,22,34,47,24,756,36.10035243,-3.30114616,0.40961837,-8.059077427,7.69E-16,1.16E-12,CvsT2
493,Acerv_evm.model.Segkk3047_pilon.5,GO:1905776,0.025341352,1,1,1,positive regulation of DNA helicase activity,BP,33,11,16,51,67,33,38,8,27,22,34,47,24,756,36.10035243,-3.30114616,0.40961837,-8.059077427,7.69E-16,1.16E-12,CvsT2
497,Acerv_evm.model.Segkk3047_pilon.5,GO:0016251,0.01439035,0.999316462,2,8,RNA polymerase II general transcription initiation factor activity,MF,33,11,16,51,67,33,38,8,27,22,34,47,24,756,36.10035243,-3.30114616,0.40961837,-8.059077427,7.69E-16,1.16E-12,CvsT2
501,Acerv_evm.model.Segkk3047_pilon.5,GO:0000439,0.046210721,0.999455982,1,2,transcription factor TFIIH core complex,CC,33,11,16,51,67,33,38,8,27,22,34,47,24,756,36.10035243,-3.30114616,0.40961837,-8.059077427,7.69E-16,1.16E-12,CvsT2
505,Acerv_evm.model.Segkk3047_pilon.5,GO:0000438,0.025341352,1,1,1,core TFIIH complex portion of holo TFIIH complex,CC,33,11,16,51,67,33,38,8,27,22,34,47,24,756,36.10035243,-3.30114616,0.40961837,-8.059077427,7.69E-16,1.16E-12,CvsT2
509,Acerv_evm.model.Segkk3047_pilon.5,GO:0047485,0.010487785,0.998975683,3,21,protein N-terminus binding,MF,33,11,16,51,67,33,38,8,27,22,34,47,24,756,36.10035243,-3.30114616,0.40961837,-8.059077427,7.69E-16,1.16E-12,CvsT2
516,Acerv_evm.model.Segkk3087_pilon.2,GO:1902570,0.020514623,1,1,1,protein localization to nucleolus,BP,50,10,15,33,65,39,38,6,31,27,24,62,12,4472,34.31388672,-3.190539144,0.410823388,-7.766206211,8.09E-15,1.35E-11,CvsT4
520,Acerv_evm.model.Segkk3087_pilon.2,GO:0000055,0.020514623,1,1,1,ribosomal large subunit export from nucleus,BP,50,10,15,33,65,39,38,6,31,27,24,62,12,4472,34.31388672,-3.190539144,0.410823388,-7.766206211,8.09E-15,1.35E-11,CvsT4
524,Acerv_evm.model.Segkk3087_pilon.2,GO:0030687,0.006899836,0.999796314,2,6,"preribosome, large subunit precursor",CC,50,10,15,33,65,39,38,6,31,27,24,62,12,4472,34.31388672,-3.190539144,0.410823388,-7.766206211,8.09E-15,1.35E-11,CvsT4
