"","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2","Treatment_Compare"
"LOC113678365",29,7,10,0,6,27,11,13,6,12,19,35,"CvsMid"
"LOC113664501",866,412,565,1330,1073,1245,947,625,1126,750,1440,632,"CvsMid"
"LOC113664289",1974,2525,299,224,645,3283,1797,1870,256,220,3903,2699,"CvsMid"
"LOC113682888",372,200,24,52,340,410,344,386,64,93,443,0,"CvsMid"
"LOC113675828",178,162,20,70,151,164,202,206,36,12,180,110,"CvsMid"
"LOC113682209",55,15,34,28,54,78,100,53,21,21,80,47,"CvsMid"
"LOC113678576",73,97,339,316,107,182,165,137,402,346,148,68,"CvsMid"
"LOC113681730",180,0,56,21,52,152,185,310,44,34,259,221,"CvsMid"
"LOC113677330",1141,467,668,688,1071,1216,1347,1034,923,979,1112,951,"CvsMid"
"LOC113685970",18,8,11,4,8,17,17,15,17,8,13,11,"CvsMid"
"LOC113674578",965,252,44,70,820,1299,1256,1051,61,40,1144,801,"CvsMid"
"LOC113684180",180,146,36,40,99,195,123,200,16,79,190,101,"CvsMid"
"LOC113675415",13,5,9,6,6,19,14,13,13,12,15,15,"CvsMid"
"LOC113671697",160,116,37,37,187,233,226,172,43,33,232,129,"CvsMid"
"LOC113666244",137,977,816,1395,53,208,153,298,3692,1885,286,152,"CvsMid"
"LOC113667989",53,7,803,966,19,729,94,352,972,1236,55,44,"CvsMid"
"LOC113666599",884,467,446,456,324,381,746,627,520,729,503,643,"CvsMid"
"LOC113668440",518,207,54,69,440,506,499,468,130,136,616,317,"CvsMid"
"LOC113664769",571,477,289,143,586,523,510,654,261,825,729,473,"CvsMid"
"LOC113672681",199,147,19,47,202,460,117,211,116,38,461,154,"CvsMid"
"LOC113671087",23,11,23,5,14,24,14,27,29,14,26,36,"CvsMid"
"LOC113669782",96,55,29,32,62,69,102,117,31,20,70,38,"CvsMid"
"LOC113677144",113,91,135,118,111,114,252,141,75,36,135,116,"CvsMid"
"LOC113677148",96,45,129,83,75,73,97,104,103,150,137,100,"CvsMid"
"LOC113684226",13,15,12,7,32,25,20,5,9,8,18,6,"CvsMid"
"LOC113680923",5927,1857,2160,1606,5619,6733,3112,5185,1793,1531,6592,4534,"CvsMid"
"LOC113684387",704,494,122,67,662,326,548,96,59,14,773,139,"CvsMid"
"LOC113674023",94,11,11,18,37,64,74,121,26,23,69,51,"CvsMid"
"LOC113677393",61,57,17,16,44,39,41,39,27,37,57,18,"CvsMid"
"LOC113681402",104,41,45,63,81,54,83,105,42,52,48,46,"CvsMid"
"LOC113668306",50,70,32,38,46,114,166,52,24,28,61,67,"CvsMid"
"LOC113674672",44,27,133,160,46,91,79,59,147,209,50,20,"CvsMid"
"LOC113673390",935,431,81,145,893,1166,1125,824,252,99,986,384,"CvsMid"
"LOC113684636",28,32,21,29,52,79,50,44,34,30,55,74,"CvsMid"
"LOC113675263",30,15,11,18,40,29,32,36,32,40,40,39,"CvsMid"
"LOC113683282",91,47,41,7,83,51,33,69,8,27,24,45,"CvsMid"
"LOC113670359",143,26,21,6,127,165,65,74,38,35,81,82,"CvsMid"
"LOC113675185",24,3,10,14,16,31,19,16,17,37,39,20,"CvsMid"
"LOC113672765",39,19,34,59,115,98,48,92,3,64,77,117,"CvsMid"
"LOC113683360",110,114,32,9,76,132,132,53,51,15,163,79,"CvsMid"
"LOC113677082",117,39,6,15,87,128,77,63,9,6,40,41,"CvsMid"
"LOC113686292",106,27,54,10,78,175,295,92,1,31,162,211,"CvsMid"
"LOC113672431",140,97,16,22,87,154,218,31,26,41,219,135,"CvsMid"
"LOC113681344",310,410,81,78,98,276,322,340,50,228,347,236,"CvsMid"
"LOC113676604",56,109,29,11,79,12,58,47,20,9,103,45,"CvsMid"
"LOC113668327",52,35,19,17,31,38,34,62,43,18,38,12,"CvsMid"
"LOC113669646",41,10,33,5,49,81,8,11,23,7,18,65,"CvsMid"
"LOC113666187",12,3,89,91,13,38,20,32,209,230,12,6,"CvsMid"
"LOC113666995",207,72,773,1091,172,210,148,150,671,670,262,180,"CvsMid"
"LOC113667981",41,26,22,18,24,31,40,53,30,40,41,15,"CvsMid"
"LOC113677209",85,25,38,26,33,89,35,74,55,79,75,64,"CvsMid"
"LOC113686179",17,10,7,7,11,25,19,24,18,3,12,9,"CvsMid"
"LOC113666891",140,76,50,66,48,115,93,191,79,121,112,63,"CvsMid"
"LOC113667133",154,70,168,70,104,106,120,217,125,129,129,86,"CvsMid"
"LOC113685903",53,8,36,28,60,70,35,58,28,24,76,24,"CvsMid"
"LOC113681196",509,455,1977,3572,223,506,826,1007,2733,3013,976,471,"CvsMid"
"LOC113670165",71,111,68,85,108,87,141,102,132,91,111,94,"CvsMid"
"LOC113680282",141,55,105,90,117,195,192,171,89,155,139,101,"CvsMid"
"LOC113683409",367,581,111,77,490,834,310,381,7,290,334,458,"CvsMid"
"LOC113676665",74,80,16,38,27,32,84,98,36,21,97,89,"CvsMid"
"LOC113669920",362,178,296,368,305,264,340,426,366,470,337,389,"CvsMid"
"LOC113683533",219,117,258,121,190,334,294,248,51,84,323,81,"CvsMid"
"LOC113683602",32,82,149,190,27,89,96,106,172,267,40,25,"CvsMid"
"LOC113668461",25,17,25,14,22,26,13,17,29,26,38,27,"CvsMid"
"LOC113681384",46,39,10,9,40,52,15,10,12,21,4,36,"CvsMid"
"LOC113665832",227,94,231,235,171,317,214,248,325,344,274,169,"CvsMid"
"LOC113679600",41,29,337,175,30,153,32,80,401,321,60,65,"CvsMid"
"LOC113678546",41,23,15,10,39,37,29,36,5,20,43,22,"CvsMid"
"LOC113684738",347,327,35,21,0,487,345,138,34,73,509,89,"CvsMid"
"LOC113687128",30,26,18,21,23,22,37,29,22,42,29,23,"CvsMid"
"LOC113665670",143,45,66,58,71,97,147,201,39,61,128,93,"CvsMid"
"LOC113683782",321,182,290,305,427,633,470,297,377,375,416,241,"CvsMid"
"LOC113664448",22,15,20,3,20,22,23,26,23,27,27,22,"CvsMid"
"LOC113668080",20,24,402,936,7,89,274,135,504,723,52,109,"CvsMid"
"LOC113666770",1864,538,334,1538,1238,972,1083,2313,689,972,2272,476,"CvsMid"
"LOC113675528",109,80,115,85,84,97,95,145,56,71,125,103,"CvsMid"
"LOC113680735",129,75,366,327,80,172,142,128,337,380,136,93,"CvsMid"
"LOC113665402",57,25,28,17,64,74,86,105,35,67,73,70,"CvsMid"
"LOC113684634",10,4,14,10,14,17,12,14,7,17,13,32,"CvsMid"
"LOC113668902",82,15,32,23,33,40,18,52,54,54,43,28,"CvsMid"
"LOC113677102",30,37,131,147,28,34,65,37,111,113,29,16,"CvsMid"
"LOC113670989",98,161,44,76,47,92,193,78,61,33,100,79,"CvsMid"
"LOC113672817",200,1623,627,106,217,479,1555,2016,154,437,2299,1108,"CvsMid"
"LOC113680256",65,33,7,7,90,71,35,45,7,6,86,67,"CvsMid"
"LOC113671327",120,138,34,66,129,159,138,118,73,14,147,113,"CvsMid"
"LOC113678704",31,18,11,14,34,38,48,44,25,20,43,28,"CvsMid"
"LOC113672513",144,45,27,7,63,119,0,101,22,17,139,39,"CvsMid"
"LOC113674282",32,27,7,35,284,396,13,18,57,3,365,14,"CvsMid"
"LOC113678573",52,20,35,34,49,69,68,63,61,83,70,40,"CvsMid"
"LOC113671459",30,11,15,25,36,45,17,35,16,19,36,25,"CvsMid"
"LOC113664439",462,332,111,327,521,488,376,445,15,111,582,379,"CvsMid"
"LOC113686085",235,83,3,51,110,46,359,440,38,21,305,219,"CvsMid"
"LOC113677292",106,187,58,11,313,89,260,150,29,22,61,169,"CvsMid"
"LOC113680594",1190,1038,190,610,1087,1351,24,1361,270,112,1265,934,"CvsMid"
"LOC113681448",37,23,31,9,22,47,14,42,8,24,22,24,"CvsMid"
"LOC113668931",139,57,399,403,114,169,120,153,538,456,163,118,"CvsMid"
"LOC113675766",96,263,17,24,293,79,162,255,17,15,541,62,"CvsMid"
"LOC113665914",309,88,258,158,237,284,235,320,334,345,293,164,"CvsMid"
"LOC113681899",134,98,48,138,95,129,153,94,85,90,181,73,"CvsMid"
"LOC113667220",131,32,92,46,218,225,92,63,71,63,85,93,"CvsMid"
"LOC113668755",750,96,505,366,708,1224,767,717,657,437,1006,492,"CvsMid"
"LOC113683058",1045,360,933,1405,889,1528,1104,1062,961,965,1229,643,"CvsMid"
"LOC113681269",99,86,71,89,98,89,134,106,48,14,128,78,"CvsMid"
"LOC113674435",38,7,23,17,34,50,23,23,28,33,52,13,"CvsMid"
"LOC113670080",128,58,1012,368,82,151,64,96,1081,150,63,44,"CvsMid"
"LOC113675208",66,51,54,99,49,120,88,69,65,67,104,61,"CvsMid"
"LOC113677629",207,44,109,116,246,142,129,190,185,28,226,108,"CvsMid"
"LOC113680325",670,58,8,7,526,1266,794,587,7,8,930,573,"CvsMid"
"LOC113669940",39,13,38,38,47,62,42,36,43,35,44,29,"CvsMid"
"LOC113676347",231,130,838,979,236,410,291,258,958,1064,277,185,"CvsMid"
"LOC113681731",328,65,48,52,338,428,192,516,396,225,605,213,"CvsMid"
"LOC113684275",43,30,28,42,58,43,38,49,45,63,57,39,"CvsMid"
"LOC113666660",467,180,136,382,589,520,356,450,285,200,522,227,"CvsMid"
"LOC113664632",53,75,336,494,90,165,35,318,564,401,20,38,"CvsMid"
"LOC113680204",611,355,171,304,140,821,563,737,415,348,729,507,"CvsMid"
"LOC113677313",115,106,77,93,93,193,179,191,79,112,209,137,"CvsMid"
"LOC113673681",101,66,790,975,167,153,202,88,1058,997,98,151,"CvsMid"
"LOC113665266",236,41,7,13,123,307,186,305,7,15,237,202,"CvsMid"
"LOC113682923",288,274,147,87,169,154,257,316,102,71,209,388,"CvsMid"
"LOC113666077",30,17,13,5,60,135,62,75,29,34,29,45,"CvsMid"
"LOC113664150",458,152,4,63,226,290,121,16,130,113,241,95,"CvsMid"
"LOC113672776",28,10,10,1,11,14,22,26,11,13,20,12,"CvsMid"
"LOC113686444",67,35,27,33,56,30,50,88,15,15,55,51,"CvsMid"
"LOC113665263",34,18,21,24,32,47,35,29,18,13,48,26,"CvsMid"
"LOC113673651",14,18,9,13,12,10,114,11,13,11,56,134,"CvsMid"
"LOC113676944",26,25,157,181,11,46,58,63,173,171,34,23,"CvsMid"
"LOC113684534",18,6,25,15,26,38,21,28,20,24,40,24,"CvsMid"
"LOC113677661",84,68,8,81,124,128,202,147,55,38,93,154,"CvsMid"
"LOC113672378",173,102,776,631,87,391,209,452,826,684,178,176,"CvsMid"
"LOC113686389",15,8,5,10,12,14,13,17,8,10,16,8,"CvsMid"
"LOC113676278",193,152,190,162,255,122,103,92,181,190,178,214,"CvsMid"
"LOC113682566",71,75,9,13,227,33,179,44,45,35,121,162,"CvsMid"
"LOC113664401",47297,110592,4742,15618,77733,62370,61573,62264,4714,2417,82870,56243,"CvsMid"
"LOC113667540",64,47,114,108,252,96,217,140,63,76,298,221,"CvsMid"
"LOC113685705",62,17,14,35,30,56,43,64,48,65,69,37,"CvsMid"
"LOC113671323",10,18,141,463,25,58,61,20,414,424,21,35,"CvsMid"
"LOC113672174",86,83,12,28,98,124,117,94,10,26,101,31,"CvsMid"
"LOC113686551",61,12,22,4,13,104,58,40,6,9,57,49,"CvsMid"
"LOC113673231",85,35,487,550,23,72,24,55,565,798,19,6,"CvsMid"
"LOC113667399",10,12,7,8,8,13,18,21,9,10,9,16,"CvsMid"
"LOC113674953",1821,3155,11928,16941,1464,2042,5013,1696,12722,12421,1838,3051,"CvsMid"
"LOC113664778",10,9,460,495,6,21,20,22,588,670,19,10,"CvsMid"
"LOC113679585",169,105,6,29,161,185,8,37,30,26,27,55,"CvsMid"
"LOC113677344",58,38,70,54,89,67,96,93,71,76,66,292,"CvsMid"
"LOC113670771",37,14,3,17,31,15,13,48,13,17,15,76,"CvsMid"
"LOC113678968",60,37,24,2,30,61,42,65,26,26,63,31,"CvsMid"
"LOC113667788",224,297,25,100,149,226,212,151,10,129,237,149,"CvsMid"
"LOC113672662",1775,650,1077,1485,1433,1854,1499,1343,2219,2107,1665,785,"CvsMid"
"LOC113671602",75,198,17,49,29,103,187,71,20,12,412,142,"CvsMid"
"LOC113680398",58,9,1416,997,58,488,93,515,857,1014,84,116,"CvsMid"
"LOC113677525",4554,771,2116,576,2853,6755,3072,5459,1846,3163,4050,2878,"CvsMid"
"LOC113673427",244,33,49,41,104,138,229,327,84,166,125,66,"CvsMid"
"LOC113675837",128,77,805,527,98,109,72,111,428,364,139,100,"CvsMid"
"LOC113680337",183,242,86,71,218,176,197,170,114,164,164,168,"CvsMid"
"LOC113684639",746,377,234,89,657,649,390,1002,14,64,790,459,"CvsMid"
"LOC113675178",18,25,9,6,19,16,17,25,10,7,27,10,"CvsMid"
"LOC113683186",30,11,31,16,37,12,23,16,14,31,33,16,"CvsMid"
"LOC113684236",99,43,101,152,115,195,130,119,116,155,172,154,"CvsMid"
"LOC113674773",16,114,294,168,12,13,23,199,221,206,30,14,"CvsMid"
"LOC113675081",48,27,147,210,39,57,61,49,181,196,69,36,"CvsMid"
"LOC113669063",9,13,627,778,33,8,156,15,892,533,64,23,"CvsMid"
"LOC113677516",259,21,17,13,42,277,253,370,6,117,152,171,"CvsMid"
"LOC113678323",1156,592,4453,5017,929,1861,1949,1010,4437,4418,1470,1041,"CvsMid"
"LOC113669820",572,363,109,87,445,967,380,526,80,147,970,327,"CvsMid"
"LOC113676583",6066,2496,2155,2942,4562,4158,3904,4385,3773,4625,3911,2785,"CvsMid"
"LOC113664124",27,20,20,5,21,15,16,31,21,6,34,15,"CvsMid"
"LOC113664893",91,60,69,45,64,76,57,39,43,56,85,44,"CvsMid"
"LOC113676510",25,140,133,343,15,31,68,42,277,176,25,23,"CvsMid"
"LOC113677794",912,164,5,38,293,1334,632,1097,68,60,1433,659,"CvsMid"
"LOC113666117",14,8,6,4,7,11,24,10,11,7,14,8,"CvsMid"
"LOC113684224",530,274,218,466,407,406,530,546,686,670,529,332,"CvsMid"
"LOC113671029",40,36,25,17,9,25,44,34,24,8,28,45,"CvsMid"
"LOC113667883",28,4,10,13,16,13,30,26,16,12,28,13,"CvsMid"
"LOC113681878",505,234,621,342,393,578,551,569,550,572,557,338,"CvsMid"
"LOC113685002",155,106,124,223,215,206,149,184,240,172,203,119,"CvsMid"
"LOC113684962",26,13,22,20,18,23,46,45,22,19,27,37,"CvsMid"
"LOC113669658",28,16,16,23,13,25,20,22,19,31,30,20,"CvsMid"
"LOC113684891",240,91,5,64,150,383,285,250,13,7,263,255,"CvsMid"
"LOC113676193",41,0,2019,1323,23,44,44,33,1392,245,27,25,"CvsMid"
"LOC113677848",64,30,55,66,92,141,108,70,76,76,115,45,"CvsMid"
"LOC113666614",39,84,21,45,171,100,84,34,43,45,293,133,"CvsMid"
"LOC113675703",151,61,596,699,78,150,157,209,597,547,162,111,"CvsMid"
"LOC113682635",187,0,14,25,51,45,31,47,19,49,61,126,"CvsMid"
"LOC113664782",281,212,280,149,298,345,191,281,397,285,355,178,"CvsMid"
"LOC113669947",238,21,83,136,175,91,306,322,76,160,257,178,"CvsMid"
"LOC113677321",135,120,39,43,123,145,141,146,46,40,147,82,"CvsMid"
"LOC113667025",64,222,275,442,46,205,251,291,534,231,85,63,"CvsMid"
"LOC113670774",23,8,9,11,40,31,18,22,10,11,24,0,"CvsMid"
"LOC113672417",22,19,241,86,25,24,8,62,520,110,15,30,"CvsMid"
"LOC113678791",95,19,11,20,35,180,36,112,23,67,63,61,"CvsMid"
"LOC113681354",30,54,17,18,17,36,56,37,34,12,39,24,"CvsMid"
"LOC113669170",737,510,387,576,248,998,972,1074,736,521,889,602,"CvsMid"
"LOC113677707",43,27,12,35,37,63,5,43,27,9,60,39,"CvsMid"
"LOC113679109",221,112,195,101,157,223,230,307,94,170,257,196,"CvsMid"
"LOC113669105",296,156,254,192,159,298,256,288,284,104,236,147,"CvsMid"
"LOC113682682",215,54,76,23,238,377,208,216,29,37,339,135,"CvsMid"
"LOC113677517",358,27,15,28,50,377,192,753,30,113,159,203,"CvsMid"
"LOC113664260",596,445,12947,14246,993,1358,1637,502,12175,12881,1384,1216,"CvsMid"
"LOC113673205",621,271,392,897,634,1194,798,571,537,585,864,586,"CvsMid"
"LOC113664742",198,97,1131,719,123,226,138,144,948,1152,263,131,"CvsMid"
"LOC113676283",21,13,7,23,13,29,21,24,23,24,24,54,"CvsMid"
"LOC113674879",636,200,718,682,654,1092,789,615,892,733,994,533,"CvsMid"
"LOC113665852",141,114,50,51,78,109,98,101,46,65,159,214,"CvsMid"
"LOC113684184",123,75,81,115,89,144,144,140,124,162,122,99,"CvsMid"
"LOC113669493",85,34,37,26,95,114,16,64,23,29,103,117,"CvsMid"
"LOC113678825",316,517,318,190,221,411,234,420,268,272,404,263,"CvsMid"
"LOC113670798",540,151,6,6,846,1132,878,1003,4,11,1459,973,"CvsMid"
"LOC113676766",20,11,10,10,24,25,22,23,12,5,17,15,"CvsMid"
"LOC113667488",25,104,180,156,19,60,42,122,202,238,63,22,"CvsMid"
"LOC113676407",34,140,24,42,113,141,84,167,19,25,30,49,"CvsMid"
"LOC113683627",391,236,105,109,263,268,369,389,105,82,311,54,"CvsMid"
"LOC113683802",7,17,47,139,7,14,39,16,111,95,7,3,"CvsMid"
"LOC113680629",34,13,5,19,13,25,14,11,30,7,24,22,"CvsMid"
"LOC113667816",7,4,6,31,66,95,76,30,7,9,18,75,"CvsMid"
"LOC113685295",23,6,27,20,32,35,17,24,43,45,42,75,"CvsMid"
"LOC113677294",33,13,25,19,18,30,58,45,11,33,38,44,"CvsMid"
"LOC113674242",165,92,263,174,156,218,187,170,188,264,174,221,"CvsMid"
"LOC113677206",848,671,357,1047,806,1131,1591,750,1087,1022,1041,1529,"CvsMid"
"LOC113686913",153,101,119,151,108,188,117,79,134,121,170,99,"CvsMid"
"LOC113678418",39,32,480,894,100,149,648,86,1051,1267,59,90,"CvsMid"
"LOC113670557",39,13,29,12,29,33,34,39,16,6,31,18,"CvsMid"
"LOC113664491",14,34,19,5,26,23,32,23,10,17,35,25,"CvsMid"
"LOC113670426",109,0,8,14,28,88,47,140,7,43,110,65,"CvsMid"
"LOC113668481",802,171,381,218,216,166,165,147,288,264,197,438,"CvsMid"
"LOC113670052",99,23,50,33,51,93,71,75,60,47,75,61,"CvsMid"
"LOC113664669",14,21,16,13,37,23,11,38,43,13,45,26,"CvsMid"
"LOC113676043",23,8,156,101,27,24,38,28,222,95,34,17,"CvsMid"
"LOC113669770",77,111,103,33,77,113,104,90,76,61,116,91,"CvsMid"
"LOC113673389",111,36,70,67,65,105,218,143,52,54,106,75,"CvsMid"
"LOC113665371",42,34,34,22,27,61,32,57,24,29,58,25,"CvsMid"
"LOC113666711",19,6,6,2,13,15,15,22,12,14,19,9,"CvsMid"
"LOC113670218",92,16,24,25,46,71,7,97,14,26,71,43,"CvsMid"
"LOC113682977",417,150,64,144,251,427,302,362,10,10,258,203,"CvsMid"
"LOC113666479",158,214,47,10,220,252,192,195,23,58,258,116,"CvsMid"
"LOC113678084",258,233,886,998,270,394,298,350,1044,1074,436,235,"CvsMid"
"LOC113665455",522,0,10,34,238,572,266,387,11,24,510,345,"CvsMid"
"LOC113681280",237,116,908,1493,46,430,492,143,913,996,287,80,"CvsMid"
"LOC113666401",39,7,15,7,13,57,18,38,19,31,49,13,"CvsMid"
"LOC113684177",325,205,36,13,349,237,20,386,29,56,24,290,"CvsMid"
"LOC113671656",145,81,109,105,126,218,172,157,166,144,144,83,"CvsMid"
"LOC113665701",56,49,38,29,28,58,46,87,31,38,41,25,"CvsMid"
"LOC113672624",88,46,51,14,46,76,62,62,78,32,59,31,"CvsMid"
"LOC113678445",308,57,88,74,212,528,229,258,232,302,395,235,"CvsMid"
"LOC113678090",92,56,83,60,49,68,107,130,81,71,83,61,"CvsMid"
