"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","X6_1","X7_1","X8_1","X9_1","X21_1","X22_1","X23_1","X25_1","X26_1","X27_1","X29_1","X34_1","length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"533","plut2.m8.7302","GO:0005576",0.0438769750138629,0.979067108014765,12,695,"extracellular region","CC",393,83,77,146,218,33,101,393,241,51,112,55,9788,128.912059004489,1.14568684515192,0.288747977991788,3.96777443471659,7.25469488019076e-05,0.0154817203936293,"CvsHigh"
"539","plut2.m8.8087","GO:0005576",0.0438769750138629,0.979067108014765,12,695,"extracellular region","CC",36,51,19,10,67,78,43,27,29,37,37,26,348,40.5335982667983,-1.78186199555746,0.316435705917795,-5.63103961479099,1.7912657362143e-08,1.25103627440603e-05,"CvsMid"
"540","plut2.m8.8087","GO:0005576",0.0438769750138629,0.979067108014765,12,695,"extracellular region","CC",36,51,19,10,67,78,43,27,29,37,37,26,348,40.5335982667983,-2.10467885516341,0.307688926007348,-6.8402814572311,7.90377377366371e-12,1.10401349120312e-08,"CvsHigh"
"49","jamg1.model.xfSc0000800.1","GO:0005575",0.0321337398077142,0.991382616365203,5,178,"cellular_component","CC",29,17,15,8,48,11,13,17,10,10,29,7,1683,17.4847418477261,-1.82191247465994,0.381195160214464,-4.77947430821241,1.75754128314918e-06,0.000741426299824509,"CvsMid"
"143","plut2.m8.16587","GO:0005575",0.0321337398077142,0.991382616365203,5,178,"cellular_component","CC",39,22,26,15,70,21,20,39,40,15,43,13,2895,29.1260183750416,-1.33848037141049,0.304025394439257,-4.40252819630142,1.06996679049346e-05,0.00288421749753193,"CvsMid"
"394","plut2.m8.31557","GO:0005575",0.0321337398077142,0.991382616365203,5,178,"cellular_component","CC",76,36,24,17,48,70,51,30,42,29,39,23,2408,39.9825912563035,-1.26696945385815,0.303784998173597,-4.17061231290342,3.03782290113337e-05,0.00791121167388376,"CvsHigh"
"501","plut2.m8.5800","GO:0005575",0.0321337398077142,0.991382616365203,5,178,"cellular_component","CC",12,45,30,16,36,20,40,32,9,22,30,19,1788,29.1594626419956,-1.83425680584024,0.47140563512761,-3.89103707965585,9.98166762319939e-05,0.0182581336941022,"CvsMid"
"502","plut2.m8.5800","GO:0005575",0.0321337398077142,0.991382616365203,5,178,"cellular_component","CC",12,45,30,16,36,20,40,32,9,22,30,19,1788,29.1594626419956,-1.69795214940416,0.468854412032038,-3.62149124724059,0.000292909717221608,0.0489191065772827,"CvsHigh"
"510","plut2.m8.7220","GO:0005575",0.0321337398077142,0.991382616365203,5,178,"cellular_component","CC",12,40,20,0,34,43,31,7,6,32,20,20,351,25.7778299114225,-3.29101729956359,0.41513142053559,-7.92765167068689,2.23328677189027e-15,5.719075208349e-12,"CvsMid"
"511","plut2.m8.7220","GO:0005575",0.0321337398077142,0.991382616365203,5,178,"cellular_component","CC",12,40,20,0,34,43,31,7,6,32,20,20,351,25.7778299114225,-3.69533722437882,0.404417629914051,-9.13742861596852,6.39548712731371e-20,1.63777766185292e-16,"CvsHigh"
"13","jamg1.model.Sc0000117.30","GO:0072686",0.0385863799278903,0.993418674020743,3,74,"mitotic spindle","CC",261,115,143,68,275,170,150,274,145,148,209,73,5229,163.952961798919,-1.14676345791526,0.229758104561435,-4.99117739547956,6.00123490444789e-07,0.000271202865608358,"CvsMid"
"59","plut2.m8.1011","GO:0030027",0.0236720156766533,0.996676694876484,3,58,"lamellipodium","CC",2102,805,611,214,842,803,1147,986,1057,1069,931,521,609,880.811452310355,-1.08037442770852,0.264595819525681,-4.08311223376551,4.44365483239782e-05,0.0105041163845835,"CvsHigh"
"117","plut2.m8.11877","GO:0072686",0.0385863799278903,0.993418674020743,3,74,"mitotic spindle","CC",35,36,11,8,36,16,19,18,19,23,17,7,948,19.6582050877299,-1.33614768003365,0.362555150758929,-3.6853639432145,0.000228376059133192,0.0403333120526608,"CvsHigh"
"253","plut2.m8.21905","GO:0030027",0.0236720156766533,0.996676694876484,3,58,"lamellipodium","CC",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"547","plut2.m8.8613","GO:0072686",0.0385863799278903,0.993418674020743,3,74,"mitotic spindle","CC",71,22,17,8,101,13,16,44,49,18,72,14,3486,33.1178269788825,-1.45219036134829,0.402946979468069,-3.60392417698558,0.000313448532394654,0.0454352518890929,"CvsMid"
"570","plut2.m8.9923","GO:0030027",0.0236720156766533,0.996676694876484,3,58,"lamellipodium","CC",138,71,27,20,63,43,82,60,58,44,51,31,1035,53.1752314781288,-0.955282539037445,0.261477350525765,-3.65340453816215,0.000258786027439054,0.0441805256844563,"CvsHigh"
"115","plut2.m8.11877","GO:0036126",0.0344298638291066,0.99695033207178,2,30,"sperm flagellum","CC",35,36,11,8,36,16,19,18,19,23,17,7,948,19.6582050877299,-1.33614768003365,0.362555150758929,-3.6853639432145,0.000228376059133192,0.0403333120526608,"CvsHigh"
"275","plut2.m8.23195","GO:0005912",0.0370604928859387,0.996578409202666,2,31,"adherens junction","CC",57,48,22,15,34,37,28,47,22,37,13,18,1510,30.8714106323603,-1.19363683917824,0.320375083832281,-3.72574803539689,0.000194736854911919,0.0358789064613165,"CvsHigh"
"357","plut2.m8.26038","GO:0036126",0.0344298638291066,0.99695033207178,2,30,"sperm flagellum","CC",48,40,29,18,39,23,34,36,21,27,33,19,3879,31.414813683251,-1.24220812864111,0.298003294892177,-4.16843756405634,3.0669474499406e-05,0.0068325558385691,"CvsMid"
"361","plut2.m8.26404","GO:0071013",0.0348263186055714,0.996901479174155,2,29,"catalytic step 2 spliceosome","CC",41,47,134,22,19,170,226,11,35,106,104,92,309,105.829213272988,-3.16389278415486,0.77209973732273,-4.09777730934829,4.17136291378799e-05,0.0101734906619607,"CvsHigh"
"362","plut2.m8.26404","GO:0071013",0.0348263186055714,0.996901479174155,2,29,"catalytic step 2 spliceosome","CC",41,47,134,22,19,170,226,11,35,106,104,92,309,105.829213272988,-3.01339092604641,0.773137527292708,-3.89761306322614,9.71454711062658e-05,0.0179836164282864,"CvsMid"
"367","plut2.m8.26404","GO:0071005",0.0373107007228678,0.996554312023707,2,29,"U2-type precatalytic spliceosome","CC",41,47,134,22,19,170,226,11,35,106,104,92,309,105.829213272988,-3.16389278415486,0.77209973732273,-4.09777730934829,4.17136291378799e-05,0.0101734906619607,"CvsHigh"
"368","plut2.m8.26404","GO:0071005",0.0373107007228678,0.996554312023707,2,29,"U2-type precatalytic spliceosome","CC",41,47,134,22,19,170,226,11,35,106,104,92,309,105.829213272988,-3.01339092604641,0.773137527292708,-3.89761306322614,9.71454711062658e-05,0.0179836164282864,"CvsMid"
"369","plut2.m8.26404","GO:0005689",0.00691923011680517,0.999757952858311,2,12,"U12-type spliceosomal complex","CC",41,47,134,22,19,170,226,11,35,106,104,92,309,105.829213272988,-3.16389278415486,0.77209973732273,-4.09777730934829,4.17136291378799e-05,0.0101734906619607,"CvsHigh"
"370","plut2.m8.26404","GO:0005689",0.00691923011680517,0.999757952858311,2,12,"U12-type spliceosomal complex","CC",41,47,134,22,19,170,226,11,35,106,104,92,309,105.829213272988,-3.01339092604641,0.773137527292708,-3.89761306322614,9.71454711062658e-05,0.0179836164282864,"CvsMid"
"442","plut2.m8.32950","GO:0005912",0.0370604928859387,0.996578409202666,2,31,"adherens junction","CC",12,29,5,9,14,42,28,12,13,8,6,9,2662,16.4144826347689,-2.10584812744719,0.491329561507695,-4.28601959341747,1.81902951341856e-05,0.00527346952333513,"CvsHigh"
"484","plut2.m8.3794","GO:0071013",0.0348263186055714,0.996901479174155,2,29,"catalytic step 2 spliceosome","CC",198,269,185,30,405,180,265,127,84,245,270,144,1719,218.662426026332,-2.2985250021737,0.19210703558969,-11.964814277198,5.43189905194377e-33,2.78203763110387e-29,"CvsHigh"
"485","plut2.m8.3794","GO:0071013",0.0348263186055714,0.996901479174155,2,29,"catalytic step 2 spliceosome","CC",198,269,185,30,405,180,265,127,84,245,270,144,1719,218.662426026332,-2.53113478392278,0.192526428988104,-13.1469471346148,1.77184962144293e-39,1.36122347167353e-35,"CvsMid"
"488","plut2.m8.3794","GO:0071005",0.0373107007228678,0.996554312023707,2,29,"U2-type precatalytic spliceosome","CC",198,269,185,30,405,180,265,127,84,245,270,144,1719,218.662426026332,-2.2985250021737,0.19210703558969,-11.964814277198,5.43189905194377e-33,2.78203763110387e-29,"CvsHigh"
"489","plut2.m8.3794","GO:0071005",0.0373107007228678,0.996554312023707,2,29,"U2-type precatalytic spliceosome","CC",198,269,185,30,405,180,265,127,84,245,270,144,1719,218.662426026332,-2.53113478392278,0.192526428988104,-13.1469471346148,1.77184962144293e-39,1.36122347167353e-35,"CvsMid"
"509","plut2.m8.7161","GO:0005689",0.00691923011680517,0.999757952858311,2,12,"U12-type spliceosomal complex","CC",40,16,14,5,35,16,20,20,15,11,21,8,1331,17.2135161697162,-1.27413131781503,0.350967098072982,-3.63034405450188,0.000283043674817206,0.0418169813804459,"CvsMid"
"11","jamg1.model.Sc0000117.30","GO:0070652",0.0290972996074233,0.999715932560881,1,3,"HAUS complex","CC",261,115,143,68,275,170,150,274,145,148,209,73,5229,163.952961798919,-1.14676345791526,0.229758104561435,-4.99117739547956,6.00123490444789e-07,0.000271202865608358,"CvsMid"
"55","jamg1.model.xpSc0007059.15","GO:0031262",0.0310106777301116,0.999677062394294,1,3,"Ndc80 complex","CC",25,26,14,7,25,13,19,18,13,16,15,11,798,17.1765211720029,-1.33855034408421,0.356634830143026,-3.75327991252956,0.00017453577473975,0.0285291721157049,"CvsMid"
"56","jamg1.model.xpSc0007059.15","GO:0031262",0.0310106777301116,0.999677062394294,1,3,"Ndc80 complex","CC",25,26,14,7,25,13,19,18,13,16,15,11,798,17.1765211720029,-1.31706513857713,0.349066224970839,-3.77310964040465,0.000161225393025492,0.0309653520479585,"CvsHigh"
"83","plut2.m8.10671","GO:0000112",0.0154940467669304,1,1,1,"nucleotide-excision repair factor 3 complex","CC",16,16,13,5,26,21,21,13,8,22,18,9,821,16.8661945677621,-1.92342696574697,0.382122228302922,-5.03353854678719,4.81507940235439e-07,0.000224193015203561,"CvsMid"
"84","plut2.m8.10671","GO:0000112",0.0154940467669304,1,1,1,"nucleotide-excision repair factor 3 complex","CC",16,16,13,5,26,21,21,13,8,22,18,9,821,16.8661945677621,-2.02942258816423,0.371840997197566,-5.4577698625468,4.82152018572615e-08,3.36739352971283e-05,"CvsHigh"
"87","plut2.m8.10671","GO:0071817",0.0387308364282555,0.999494467955349,1,3,"MMXD complex","CC",16,16,13,5,26,21,21,13,8,22,18,9,821,16.8661945677621,-1.92342696574697,0.382122228302922,-5.03353854678719,4.81507940235439e-07,0.000224193015203561,"CvsMid"
"88","plut2.m8.10671","GO:0071817",0.0387308364282555,0.999494467955349,1,3,"MMXD complex","CC",16,16,13,5,26,21,21,13,8,22,18,9,821,16.8661945677621,-2.02942258816423,0.371840997197566,-5.4577698625468,4.82152018572615e-08,3.36739352971283e-05,"CvsHigh"
"93","plut2.m8.10671","GO:0005675",0.0418998281839541,0.999334225341977,1,4,"transcription factor TFIIH holo complex","CC",16,16,13,5,26,21,21,13,8,22,18,9,821,16.8661945677621,-1.92342696574697,0.382122228302922,-5.03353854678719,4.81507940235439e-07,0.000224193015203561,"CvsMid"
"94","plut2.m8.10671","GO:0005675",0.0418998281839541,0.999334225341977,1,4,"transcription factor TFIIH holo complex","CC",16,16,13,5,26,21,21,13,8,22,18,9,821,16.8661945677621,-2.02942258816423,0.371840997197566,-5.4577698625468,4.82152018572615e-08,3.36739352971283e-05,"CvsHigh"
"113","plut2.m8.11877","GO:0005827",0.0329965412378215,0.999634044791602,1,3,"polar microtubule","CC",35,36,11,8,36,16,19,18,19,23,17,7,948,19.6582050877299,-1.33614768003365,0.362555150758929,-3.6853639432145,0.000228376059133192,0.0403333120526608,"CvsHigh"
"153","plut2.m8.20146","GO:1990752",0.0458367662571056,0.999201874982764,1,4,"microtubule end","CC",93,99,66,10,84,132,124,21,57,71,96,73,918,86.0079163570963,-2.32284779757449,0.358784719280917,-6.47421050213616,9.53089541958316e-11,9.76281387479302e-08,"CvsMid"
"154","plut2.m8.20146","GO:1990752",0.0458367662571056,0.999201874982764,1,4,"microtubule end","CC",93,99,66,10,84,132,124,21,57,71,96,73,918,86.0079163570963,-2.41428483346715,0.356363905885944,-6.77477374557638,1.24601098946686e-11,1.50888191547133e-08,"CvsHigh"
"167","plut2.m8.20774","GO:0016590",0.0142243350316216,1,1,1,"ACF complex","CC",27,21,15,9,38,23,25,25,13,20,22,11,941,21.031404190259,-1.45629209085948,0.326101044644655,-4.46576947475395,7.97814804535986e-06,0.00235738932147989,"CvsMid"
"168","plut2.m8.20774","GO:0016590",0.0142243350316216,1,1,1,"ACF complex","CC",27,21,15,9,38,23,25,25,13,20,22,11,941,21.031404190259,-1.34595686787312,0.321723898446725,-4.18357751591153,2.86957181454139e-05,0.00760189153972905,"CvsHigh"
"173","plut2.m8.20774","GO:0008623",0.038909638636085,0.999426601700625,1,4,"CHRAC","CC",27,21,15,9,38,23,25,25,13,20,22,11,941,21.031404190259,-1.45629209085948,0.326101044644655,-4.46576947475395,7.97814804535986e-06,0.00235738932147989,"CvsMid"
"174","plut2.m8.20774","GO:0008623",0.038909638636085,0.999426601700625,1,4,"CHRAC","CC",27,21,15,9,38,23,25,25,13,20,22,11,941,21.031404190259,-1.34595686787312,0.321723898446725,-4.18357751591153,2.86957181454139e-05,0.00760189153972905,"CvsHigh"
"175","plut2.m8.20774","GO:0031213",0.0251304005409184,0.99984114245117,1,2,"RSF complex","CC",27,21,15,9,38,23,25,25,13,20,22,11,941,21.031404190259,-1.45629209085948,0.326101044644655,-4.46576947475395,7.97814804535986e-06,0.00235738932147989,"CvsMid"
"176","plut2.m8.20774","GO:0031213",0.0251304005409184,0.99984114245117,1,2,"RSF complex","CC",27,21,15,9,38,23,25,25,13,20,22,11,941,21.031404190259,-1.34595686787312,0.321723898446725,-4.18357751591153,2.86957181454139e-05,0.00760189153972905,"CvsHigh"
"179","plut2.m8.20774","GO:0005721",0.0289819085482283,0.999718196004186,1,3,"pericentric heterochromatin","CC",27,21,15,9,38,23,25,25,13,20,22,11,941,21.031404190259,-1.45629209085948,0.326101044644655,-4.46576947475395,7.97814804535986e-06,0.00235738932147989,"CvsMid"
"180","plut2.m8.20774","GO:0005721",0.0289819085482283,0.999718196004186,1,3,"pericentric heterochromatin","CC",27,21,15,9,38,23,25,25,13,20,22,11,941,21.031404190259,-1.34595686787312,0.321723898446725,-4.18357751591153,2.86957181454139e-05,0.00760189153972905,"CvsHigh"
"189","plut2.m8.20774","GO:0016589",0.0225084929872222,0.999872732255487,1,2,"NURF complex","CC",27,21,15,9,38,23,25,25,13,20,22,11,941,21.031404190259,-1.45629209085948,0.326101044644655,-4.46576947475395,7.97814804535986e-06,0.00235738932147989,"CvsMid"
"190","plut2.m8.20774","GO:0016589",0.0225084929872222,0.999872732255487,1,2,"NURF complex","CC",27,21,15,9,38,23,25,25,13,20,22,11,941,21.031404190259,-1.34595686787312,0.321723898446725,-4.18357751591153,2.86957181454139e-05,0.00760189153972905,"CvsHigh"
"229","plut2.m8.21703","GO:0098975",0.00799268677291317,1,1,1,"postsynapse of neuromuscular junction","CC",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"230","plut2.m8.21703","GO:0098975",0.00799268677291317,1,1,1,"postsynapse of neuromuscular junction","CC",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"294","plut2.m8.23282","GO:0097136",0.00799025393237928,1,1,1,"Bcl-2 family protein complex","CC",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.41733879702941,0.538519299947797,4.48886195399821,7.16046781665121e-06,0.0185900065455899,"MidvsHigh"
"295","plut2.m8.23282","GO:0097136",0.00799025393237928,1,1,1,"Bcl-2 family protein complex","CC",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.27575356246326,0.53422584505205,4.25990914430868,2.04510017831407e-05,0.00561124361424922,"CvsHigh"
"339","plut2.m8.25740","GO:0005760",0.0339259486602825,0.999612973986368,1,3,"gamma DNA polymerase complex","CC",85,106,146,35,171,316,113,170,43,157,179,49,1298,142.434165639693,-2.11960454368421,0.435335748078301,-4.86889614060128,1.1222336691783e-06,0.000594590356100846,"CvsHigh"
"340","plut2.m8.25740","GO:0005760",0.0339259486602825,0.999612973986368,1,3,"gamma DNA polymerase complex","CC",85,106,146,35,171,316,113,170,43,157,179,49,1298,142.434165639693,-1.94377470969272,0.436839430867965,-4.44963199826214,8.6017550259587e-06,0.00244751788840473,"CvsMid"
"363","plut2.m8.26404","GO:0034693",0.0301988852503203,0.999770002970177,1,2,"U11/U12 snRNP","CC",41,47,134,22,19,170,226,11,35,106,104,92,309,105.829213272988,-3.16389278415486,0.77209973732273,-4.09777730934829,4.17136291378799e-05,0.0101734906619607,"CvsHigh"
"364","plut2.m8.26404","GO:0034693",0.0301988852503203,0.999770002970177,1,2,"U11/U12 snRNP","CC",41,47,134,22,19,170,226,11,35,106,104,92,309,105.829213272988,-3.01339092604641,0.773137527292708,-3.89761306322614,9.71454711062658e-05,0.0179836164282864,"CvsMid"
"396","plut2.m8.31969","GO:0030686",0.0437098474950234,0.999274894158951,1,4,"90S preribosome","CC",38,76,30,0,106,101,48,34,23,50,35,24,705,49.3260032137811,-2.76998067682739,0.409078901840942,-6.77126262039397,1.27663292555335e-11,1.50888191547133e-08,"CvsHigh"
"397","plut2.m8.31969","GO:0030686",0.0437098474950234,0.999274894158951,1,4,"90S preribosome","CC",38,76,30,0,106,101,48,34,23,50,35,24,705,49.3260032137811,-2.36086623651034,0.41529448857511,-5.68480030787443,1.30965598310969e-08,1.00614320902402e-05,"CvsMid"
"507","plut2.m8.7161","GO:0089701",0.0108435275277804,1,1,1,"U2AF","CC",40,16,14,5,35,16,20,20,15,11,21,8,1331,17.2135161697162,-1.27413131781503,0.350967098072982,-3.63034405450188,0.000283043674817206,0.0418169813804459,"CvsMid"
"528","plut2.m8.7302","GO:0032433",0.0230250888664129,0.999822615259345,1,3,"filopodium tip","CC",393,83,77,146,218,33,101,393,241,51,112,55,9788,128.912059004489,1.14568684515192,0.288747977991788,3.96777443471659,7.25469488019076e-05,0.0154817203936293,"CvsHigh"
"536","plut2.m8.7539","GO:0034998",0.0277168456364087,0.999806503360394,1,2,"oligosaccharyltransferase I complex","CC",12,9,17,8,18,22,13,12,1,15,19,9,873,14.8145626607563,-2.14293231439414,0.542754713644965,-3.9482518723843,7.87239541889111e-05,0.0152549640590113,"CvsMid"
"544","plut2.m8.8613","GO:0097125",0.00751111841110237,1,1,1,"cyclin B1-CDK1 complex","CC",71,22,17,8,101,13,16,44,49,18,72,14,3486,33.1178269788825,-1.45219036134829,0.402946979468069,-3.60392417698558,0.000313448532394654,0.0454352518890929,"CvsMid"
"572","plut2.m8.9923","GO:0031209",0.0301005334112385,0.999771510213619,1,2,"SCAR complex","CC",138,71,27,20,63,43,82,60,58,44,51,31,1035,53.1752314781288,-0.955282539037445,0.261477350525765,-3.65340453816215,0.000258786027439054,0.0441805256844563,"CvsHigh"
